t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.34,0.29,0.31,1.92,11.39,269.45,5.89,331.57
-170,1.34,0.46,0.32,1.91,11.27,269.18,6.0,332.7
-160,1.34,0.63,0.32,1.89,11.19,269.42,6.09,333.49
-150,1.34,0.79,0.32,1.88,11.11,269.57,6.21,333.97
-140,1.34,0.95,0.32,1.86,11.03,269.7,6.32,334.82
-130,1.34,1.09,0.32,1.85,11.04,269.58,6.37,335.79
-120,1.34,1.23,0.32,1.83,11.06,269.77,6.39,336.28
-110,1.34,1.37,0.33,1.82,11.09,269.78,6.45,336.52
-100,1.34,1.48,0.33,1.81,11.13,269.79,6.56,336.66
-90,1.34,1.6,0.33,1.8,11.16,269.59,6.64,337.39
-80,1.34,1.7,0.33,1.78,11.19,269.62,6.73,338.7
-70,1.34,1.79,0.33,1.77,11.21,269.79,6.79,339.86
-60,1.34,1.88,0.33,1.77,11.22,269.63,6.87,341.2
-50,1.34,1.94,0.33,1.76,11.19,269.53,7.0,342.47
-40,1.34,2.01,0.33,1.74,11.15,269.45,7.11,343.67
-30,1.34,2.06,0.33,1.74,11.12,269.47,7.17,344.65
-20,1.34,2.1,0.33,1.73,11.09,269.46,7.2,344.88
-10,1.34,2.12,0.34,1.71,11.13,269.46,7.25,345.01
0,1.34,2.14,0.34,1.7,11.19,269.92,7.33,345.63
10,1.34,2.13,0.34,1.7,11.3,270.34,7.4,346.77
20,1.34,2.12,0.34,1.69,11.41,270.61,7.45,347.42
30,1.34,2.09,0.35,1.67,11.5,270.6,7.54,348.22
40,1.34,2.05,0.34,1.67,11.59,270.26,7.62,348.55
50,1.34,1.99,0.34,1.66,11.6,269.86,7.72,349.34
60,1.34,1.92,0.34,1.65,11.66,268.94,7.79,351.1
70,1.34,1.82,0.34,1.65,11.73,268.13,7.82,352.34
80,1.34,1.73,0.33,1.63,11.76,267.61,7.89,353.46
90,1.34,1.61,0.33,1.63,11.8,267.35,7.95,355.03
100,1.34,1.48,0.33,1.62,11.83,266.85,7.99,355.98
110,1.34,1.34,0.33,1.61,11.86,266.62,8.04,357.3
120,1.34,1.18,0.33,1.61,11.85,265.96,8.08,358.33
130,1.34,1.01,0.33,1.6,11.79,265.0,8.07,358.97
140,1.34,0.83,0.33,1.61,11.73,264.11,8.05,359.9
150,1.34,0.64,0.33,1.61,11.69,263.46,8.01,359.67
160,1.34,0.45,0.33,1.6,11.61,263.12,7.99,0.27
170,1.34,0.24,0.33,1.61,11.55,262.73,8.02,1.02
180,1.34,0.04,0.32,1.6,11.47,262.89,8.07,1.59
