t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.85,0.1,0.84,4.72,7.51,234.72,12.36,177.77
-170,0.85,0.35,0.84,4.73,7.52,234.15,12.37,179.21
-160,0.85,0.58,0.84,4.74,7.54,234.07,12.38,180.3
-150,0.85,0.82,0.84,4.74,7.52,234.35,12.38,181.71
-140,0.85,1.04,0.83,4.75,7.5,234.79,12.41,182.48
-130,0.85,1.25,0.83,4.76,7.53,235.46,12.44,183.43
-120,0.85,1.45,0.84,4.77,7.51,236.24,12.43,183.19
-110,0.85,1.64,0.84,4.78,7.46,237.1,12.42,182.54
-100,0.85,1.8,0.84,4.78,7.44,237.72,12.4,180.97
-90,0.85,1.96,0.84,4.79,7.43,237.5,12.38,179.16
-80,0.85,2.1,0.84,4.81,7.41,237.53,12.36,178.16
-70,0.85,2.22,0.83,4.82,7.36,238.06,12.31,177.18
-60,0.85,2.33,0.83,4.82,7.3,239.18,12.27,176.42
-50,0.85,2.42,0.83,4.82,7.25,239.71,12.26,174.79
-40,0.85,2.49,0.83,4.84,7.19,240.37,12.29,173.35
-30,0.85,2.55,0.83,4.84,7.11,241.5,12.32,172.35
-20,0.85,2.59,0.83,4.85,7.05,242.38,12.32,171.0
-10,0.85,2.61,0.83,4.86,6.96,242.75,12.35,168.74
0,0.85,2.62,0.83,4.86,6.88,242.68,12.38,167.35
10,0.85,2.61,0.83,4.86,6.8,242.97,12.4,166.48
20,0.85,2.59,0.83,4.86,6.74,243.36,12.39,165.62
30,0.85,2.55,0.83,4.87,6.68,243.16,12.42,164.62
40,0.85,2.5,0.83,4.87,6.62,242.71,12.46,163.83
50,0.85,2.42,0.82,4.88,6.61,242.49,12.5,163.11
60,0.85,2.36,0.82,4.88,6.61,242.28,12.55,162.47
70,0.85,2.27,0.82,4.89,6.62,241.82,12.55,162.42
80,0.85,2.16,0.82,4.89,6.62,241.42,12.56,163.06
90,0.85,2.03,0.81,4.9,6.66,241.36,12.6,163.51
100,0.85,1.91,0.81,4.9,6.69,241.78,12.61,164.58
110,0.85,1.76,0.8,4.9,6.74,241.7,12.62,166.37
120,0.85,1.61,0.8,4.9,6.82,241.47,12.63,168.03
130,0.85,1.44,0.8,4.9,6.94,241.32,12.65,168.95
140,0.85,1.26,0.8,4.9,7.02,240.97,12.62,169.68
150,0.85,1.08,0.8,4.9,7.12,240.76,12.58,170.22
160,0.85,0.89,0.79,4.9,7.22,240.31,12.53,170.86
170,0.85,0.69,0.79,4.91,7.3,240.0,12.48,171.11
180,0.85,0.47,0.79,4.91,7.34,239.72,12.42,171.07
