t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.532,0.28,0.0,2.67,10.75,264.0,10.2,245.09
-170,0.532,0.55,-0.01,2.68,11.49,266.0,10.16,246.11
-160,0.532,0.81,-0.01,2.69,12.35,268.0,10.13,247.12
-150,0.532,1.03,-0.01,2.7,12.37,267.83,10.1,246.75
-140,0.532,1.23,-0.02,2.72,12.4,267.67,10.07,246.38
-130,0.532,1.42,-0.02,2.73,12.42,267.5,10.04,246.0
-120,0.532,1.56,-0.02,2.74,12.45,267.33,10.01,245.62
-110,0.532,1.72,-0.01,2.76,12.47,267.17,9.99,245.24
-100,0.532,1.89,-0.01,2.77,12.5,267.0,9.96,244.86
-90,0.532,2.03,-0.01,2.78,12.5,267.0,9.94,243.72
-80,0.532,2.15,-0.02,2.78,12.5,267.0,9.93,242.58
-70,0.532,2.25,-0.02,2.79,12.5,267.0,9.93,241.44
-60,0.532,2.34,-0.02,2.8,12.5,267.0,9.92,240.29
-50,0.532,2.43,-0.02,2.81,12.5,267.0,9.93,239.15
-40,0.532,2.53,-0.02,2.82,12.5,267.0,9.93,238.0
-30,0.532,2.6,-0.02,2.82,12.5,267.17,10.1,238.63
-20,0.532,2.66,-0.02,2.82,12.5,267.33,10.26,239.23
-10,0.532,2.71,-0.02,2.82,12.5,267.5,10.43,239.81
0,0.532,2.73,-0.02,2.82,12.5,267.67,10.59,240.38
10,0.532,2.73,-0.02,2.82,12.5,267.83,10.76,240.93
20,0.532,2.7,-0.02,2.82,12.5,268.0,10.93,241.46
30,0.532,2.62,-0.02,2.81,12.47,268.0,10.88,242.58
40,0.532,2.56,-0.02,2.81,12.45,268.0,10.83,243.72
50,0.532,2.51,-0.01,2.8,12.42,268.0,10.78,244.86
60,0.532,2.42,-0.01,2.79,12.4,268.0,10.74,246.02
70,0.532,2.32,-0.0,2.78,12.37,268.0,10.7,247.18
80,0.532,2.2,-0.01,2.78,12.35,268.0,10.67,248.35
90,0.532,2.07,-0.01,2.76,12.32,268.17,10.5,247.88
100,0.532,1.93,-0.02,2.75,12.3,268.33,10.34,247.39
110,0.532,1.79,-0.02,2.74,12.27,268.5,10.17,246.89
120,0.532,1.61,-0.03,2.73,12.24,268.67,10.01,246.36
130,0.532,1.42,-0.03,2.72,12.22,268.83,9.85,245.83
140,0.532,1.22,-0.03,2.7,12.2,269.0,9.69,245.27
150,0.532,1.01,-0.03,2.69,12.17,269.0,9.63,242.7
160,0.532,0.78,-0.03,2.67,12.15,269.0,9.6,240.11
170,0.532,0.52,-0.04,2.66,12.12,269.0,9.59,237.51
180,0.532,0.31,-0.04,2.64,12.1,269.0,9.6,234.9
