t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.39,0.35,0.52,8.68,17.89,250.06,19.06,216.78
-170,0.39,0.52,0.52,8.7,17.89,249.84,19.12,218.8
-160,0.39,0.7,0.52,8.71,17.83,249.66,19.17,220.85
-150,0.39,0.85,0.51,8.73,17.82,249.03,19.23,222.56
-140,0.39,1.01,0.51,8.74,17.77,248.64,19.25,224.56
-130,0.39,1.16,0.5,8.76,17.7,248.79,19.24,227.0
-120,0.39,1.3,0.5,8.78,17.67,249.11,19.32,229.66
-110,0.39,1.43,0.51,8.78,17.59,249.81,19.39,232.31
-100,0.39,1.56,0.51,8.8,17.54,250.4,19.43,234.29
-90,0.39,1.67,0.51,8.81,17.48,251.55,19.42,236.02
-80,0.39,1.77,0.51,8.82,17.4,252.48,19.49,237.86
-70,0.39,1.85,0.51,8.83,17.34,252.73,19.53,239.04
-60,0.39,1.94,0.51,8.85,17.25,252.9,19.53,239.23
-50,0.39,2.0,0.51,8.86,17.23,252.89,19.55,240.36
-40,0.39,2.05,0.51,8.86,17.22,252.75,19.64,241.66
-30,0.39,2.09,0.51,8.88,17.22,252.63,19.71,242.69
-20,0.39,2.13,0.51,8.89,17.21,252.48,19.74,243.46
-10,0.39,2.14,0.51,8.9,17.21,252.2,19.77,243.5
0,0.39,2.15,0.51,8.92,17.2,251.85,19.82,243.15
10,0.39,2.14,0.51,8.93,17.15,251.46,19.86,242.22
20,0.39,2.12,0.51,8.94,17.12,251.64,19.85,241.14
30,0.39,2.09,0.51,8.95,17.08,251.91,19.81,240.16
40,0.39,2.06,0.51,8.96,17.07,252.43,19.82,239.72
50,0.39,2.0,0.51,8.97,17.09,253.55,19.83,239.42
60,0.39,1.94,0.51,8.98,17.07,254.55,19.8,239.48
70,0.39,1.86,0.51,8.99,17.05,255.52,19.78,239.14
80,0.39,1.78,0.51,9.0,16.98,256.0,19.79,237.82
90,0.39,1.68,0.51,9.0,16.93,256.42,19.82,236.51
100,0.39,1.58,0.51,9.01,16.88,256.38,19.88,235.24
110,0.39,1.45,0.5,9.02,16.81,256.08,19.93,234.73
120,0.39,1.33,0.51,9.04,16.78,255.92,20.06,233.15
130,0.39,1.2,0.51,9.04,16.75,256.03,20.17,232.07
140,0.39,1.05,0.51,9.05,16.72,256.49,20.29,231.46
150,0.39,0.9,0.51,9.06,16.68,257.08,20.41,231.36
160,0.39,0.73,0.5,9.06,16.61,257.6,20.54,231.0
170,0.39,0.57,0.5,9.07,16.56,258.38,20.67,230.08
180,0.39,0.4,0.5,9.07,16.51,258.85,20.78,229.89
