t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.42,0.04,-0.1,1.52,5.72,155.26,13.71,111.34
-170,0.42,0.22,-0.1,1.51,5.7,154.7,13.67,111.37
-160,0.42,0.4,-0.1,1.51,5.68,154.13,13.62,111.41
-150,0.42,0.58,-0.1,1.51,5.66,153.57,13.58,111.45
-140,0.42,0.75,-0.1,1.51,5.63,153.01,13.54,111.48
-130,0.42,0.91,-0.09,1.51,5.61,152.45,13.49,111.52
-120,0.42,1.07,-0.09,1.51,5.59,151.89,13.45,111.56
-110,0.42,1.21,-0.09,1.5,5.57,151.33,13.41,111.6
-100,0.42,1.35,-0.09,1.5,5.54,150.77,13.36,111.63
-90,0.42,1.47,-0.09,1.5,5.52,150.2,13.32,111.67
-80,0.42,1.58,-0.09,1.5,5.5,149.64,13.28,111.71
-70,0.42,1.67,-0.09,1.5,5.48,149.08,13.23,111.74
-60,0.42,1.76,-0.09,1.5,5.45,148.52,13.19,111.78
-50,0.42,1.83,-0.09,1.5,5.43,147.96,13.15,111.82
-40,0.42,1.88,-0.09,1.49,5.41,147.4,13.1,111.85
-30,0.42,1.93,-0.09,1.49,5.38,146.84,13.06,111.89
-20,0.42,1.96,-0.09,1.49,5.36,146.27,13.02,111.93
-10,0.42,1.97,-0.09,1.49,5.34,145.71,12.97,111.97
0,0.42,1.97,-0.09,1.49,5.32,145.15,12.93,112.0
10,0.42,1.96,-0.09,1.49,5.29,144.59,12.89,112.04
20,0.42,1.94,-0.09,1.48,5.27,144.03,12.84,112.08
30,0.42,1.9,-0.08,1.48,5.25,143.47,12.8,112.11
40,0.42,1.85,-0.08,1.48,5.23,142.91,12.76,112.15
50,0.42,1.79,-0.08,1.48,5.2,142.35,12.71,112.19
60,0.42,1.72,-0.08,1.48,5.18,141.78,12.67,112.23
70,0.42,1.63,-0.08,1.48,5.16,141.22,12.63,112.26
80,0.42,1.53,-0.08,1.47,5.29,143.77,12.61,112.49
90,0.42,1.43,-0.08,1.47,5.43,146.33,12.59,112.73
100,0.42,1.31,-0.08,1.46,5.56,148.88,12.57,112.96
110,0.42,1.18,-0.08,1.45,5.7,151.43,12.55,113.19
120,0.42,1.05,-0.08,1.45,5.83,153.98,12.53,113.42
130,0.42,0.9,-0.08,1.44,5.97,156.53,12.52,113.65
140,0.42,0.75,-0.08,1.44,6.1,159.08,12.5,113.89
150,0.42,0.6,-0.08,1.43,6.24,161.64,12.48,114.12
160,0.42,0.43,-0.08,1.43,6.37,164.19,12.46,114.35
170,0.42,0.27,-0.08,1.42,6.5,166.74,12.44,114.58
180,0.42,0.1,-0.08,1.41,6.64,169.29,12.42,114.81
