t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.62,0.16,0.1,3.79,20.17,244.48,11.11,206.24
-170,0.62,0.33,0.1,3.8,20.22,243.91,11.18,204.6
-160,0.62,0.49,0.1,3.79,20.29,243.68,11.24,203.14
-150,0.62,0.66,0.11,3.8,20.35,243.8,11.31,201.55
-140,0.62,0.82,0.11,3.8,20.41,243.98,11.37,199.68
-130,0.62,0.97,0.11,3.8,20.44,244.34,11.44,198.41
-120,0.62,1.11,0.11,3.8,20.46,245.15,11.49,198.2
-110,0.62,1.25,0.11,3.81,20.48,245.51,11.55,198.4
-100,0.62,1.38,0.11,3.82,20.48,245.83,11.63,198.28
-90,0.62,1.49,0.11,3.82,20.48,245.52,11.68,197.6
-80,0.62,1.6,0.11,3.81,20.52,245.82,11.78,197.15
-70,0.62,1.69,0.11,3.82,20.55,245.4,11.88,198.12
-60,0.62,1.77,0.1,3.83,20.6,244.97,12.01,199.31
-50,0.62,1.84,0.1,3.83,20.65,244.49,12.12,201.44
-40,0.62,1.9,0.11,3.82,20.67,243.73,12.26,203.06
-30,0.62,1.94,0.1,3.83,20.71,243.52,12.35,204.19
-20,0.62,1.96,0.1,3.83,20.71,243.01,12.43,206.45
-10,0.62,1.98,0.1,3.84,20.75,242.71,12.49,208.22
0,0.62,1.99,0.1,3.84,20.77,242.48,12.54,209.78
10,0.62,1.98,0.1,3.85,20.8,242.7,12.56,210.56
20,0.62,1.96,0.1,3.86,20.83,242.92,12.57,211.89
30,0.62,1.93,0.09,3.85,20.89,243.22,12.58,213.36
40,0.62,1.89,0.09,3.86,20.93,243.61,12.58,213.87
50,0.62,1.83,0.09,3.88,20.94,244.36,12.56,213.79
60,0.62,1.76,0.09,3.88,20.94,245.07,12.55,213.43
70,0.62,1.68,0.09,3.87,20.93,245.92,12.59,212.65
80,0.62,1.6,0.1,3.88,20.91,246.72,12.67,212.11
90,0.62,1.5,0.09,3.89,20.88,247.37,12.76,211.9
100,0.62,1.39,0.09,3.9,20.87,248.36,12.87,211.56
110,0.62,1.28,0.09,3.89,20.84,248.97,13.01,211.49
120,0.62,1.15,0.1,3.9,20.84,249.62,13.11,211.59
130,0.62,1.02,0.1,3.9,20.85,250.23,13.23,212.15
140,0.62,0.89,0.09,3.91,20.91,250.77,13.32,212.5
150,0.62,0.74,0.1,3.91,20.99,251.11,13.39,213.1
160,0.62,0.59,0.09,3.92,21.06,250.99,13.47,213.84
170,0.62,0.44,0.09,3.92,21.15,251.09,13.54,214.66
180,0.62,0.28,0.09,3.93,21.22,251.1,13.62,215.37
