t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.34,0.03,0.15,1.9,9.19,263.31,9.46,234.45
-170,0.34,0.21,0.15,1.91,9.2,263.3,9.45,234.4
-160,0.34,0.38,0.15,1.91,9.21,263.29,9.44,234.35
-150,0.34,0.54,0.15,1.92,9.22,263.29,9.43,234.3
-140,0.34,0.71,0.15,1.93,9.23,263.28,9.42,234.25
-130,0.34,0.86,0.15,1.93,9.24,263.27,9.41,234.2
-120,0.34,1.01,0.15,1.94,9.26,263.26,9.4,234.15
-110,0.34,1.15,0.15,1.95,9.27,263.25,9.39,234.1
-100,0.34,1.28,0.15,1.96,9.28,263.25,9.38,234.05
-90,0.34,1.39,0.15,1.96,9.29,263.24,9.37,234.0
-80,0.34,1.5,0.15,1.97,9.3,263.23,9.36,233.95
-70,0.34,1.6,0.15,1.98,9.31,263.22,9.35,233.9
-60,0.34,1.68,0.15,1.98,9.33,263.22,9.34,233.85
-50,0.34,1.75,0.15,1.99,9.34,263.21,9.33,233.8
-40,0.34,1.81,0.15,2.0,9.35,263.2,9.32,233.75
-30,0.34,1.85,0.15,2.01,9.36,263.19,9.31,233.7
-20,0.34,1.89,0.15,2.01,9.37,263.19,9.3,233.64
-10,0.34,1.91,0.15,2.02,9.38,263.18,9.29,233.59
0,0.34,1.92,0.15,2.03,9.4,263.17,9.28,233.54
10,0.34,1.92,0.15,2.03,9.41,263.16,9.27,233.49
20,0.34,1.9,0.15,2.04,9.42,263.16,9.26,233.44
30,0.34,1.88,0.15,2.05,9.43,263.15,9.25,233.39
40,0.34,1.84,0.14,2.06,9.44,263.14,9.23,233.34
50,0.34,1.79,0.14,2.06,9.45,263.13,9.22,233.29
60,0.34,1.73,0.14,2.07,9.47,263.13,9.21,233.24
70,0.34,1.66,0.14,2.08,9.48,263.12,9.2,233.19
80,0.34,1.58,0.14,2.09,9.49,263.11,9.19,233.14
90,0.34,1.5,0.14,2.09,9.5,263.1,9.18,233.09
100,0.34,1.4,0.14,2.1,9.5,263.07,9.15,233.2
110,0.34,1.29,0.14,2.1,9.5,263.04,9.13,233.31
120,0.34,1.18,0.14,2.11,9.5,263.0,9.1,233.42
130,0.34,1.06,0.14,2.12,9.51,262.97,9.07,233.53
140,0.34,0.93,0.14,2.12,9.51,262.93,9.04,233.64
150,0.34,0.79,0.14,2.13,9.51,262.9,9.01,233.74
160,0.34,0.65,0.14,2.14,9.51,262.87,8.98,233.85
170,0.34,0.51,0.14,2.14,9.51,262.83,8.95,233.96
180,0.34,0.36,0.14,2.15,9.51,262.8,8.92,234.07
