t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.374,0.18,0.18,1.79,12.29,271.95,0.47,227.96
-170,0.374,0.37,0.18,1.79,12.27,271.98,0.42,226.22
-160,0.374,0.54,0.17,1.78,12.26,272.01,0.36,224.48
-150,0.374,0.72,0.17,1.77,12.25,272.04,0.3,222.74
-140,0.374,0.88,0.17,1.76,12.24,272.46,0.43,218.4
-130,0.374,1.04,0.17,1.75,12.23,272.87,0.56,214.06
-120,0.374,1.19,0.18,1.74,12.22,273.29,0.68,209.72
-110,0.374,1.33,0.18,1.73,12.2,273.7,0.81,205.38
-100,0.374,1.46,0.18,1.72,12.19,274.12,0.93,201.04
-90,0.374,1.58,0.18,1.71,12.18,274.53,1.06,196.7
-80,0.374,1.69,0.18,1.7,12.17,274.95,1.18,192.36
-70,0.374,1.79,0.18,1.69,12.15,275.36,1.31,188.02
-60,0.374,1.87,0.18,1.68,12.14,275.78,1.43,183.68
-50,0.374,1.94,0.18,1.67,12.13,276.19,1.56,179.34
-40,0.374,2.0,0.18,1.66,12.11,276.61,1.68,175.0
-30,0.374,2.04,0.18,1.65,12.1,277.03,1.81,170.66
-20,0.374,2.08,0.18,1.64,12.09,277.44,1.93,166.32
-10,0.374,2.09,0.18,1.63,12.08,277.86,2.06,161.98
0,0.374,2.1,0.19,1.62,12.06,278.27,2.18,157.64
10,0.374,2.09,0.19,1.61,12.05,278.69,2.31,153.3
20,0.374,2.06,0.19,1.6,12.04,279.1,2.43,148.96
30,0.374,2.02,0.19,1.59,12.02,279.52,2.56,144.62
40,0.374,1.97,0.19,1.58,12.01,279.93,2.68,140.28
50,0.374,1.9,0.19,1.57,12.0,280.35,2.81,135.94
60,0.374,1.82,0.19,1.56,11.99,280.76,2.93,131.6
70,0.374,1.72,0.19,1.55,11.97,281.18,3.06,127.26
80,0.374,1.62,0.19,1.54,11.96,281.59,3.18,122.92
90,0.374,1.5,0.19,1.53,11.95,282.01,3.31,118.58
100,0.374,1.37,0.19,1.52,11.94,282.42,3.44,114.24
110,0.374,1.22,0.19,1.51,11.92,282.84,3.56,109.9
120,0.374,1.07,0.19,1.5,11.91,283.25,3.69,105.56
130,0.374,0.91,0.2,1.49,11.9,283.67,3.81,101.22
140,0.374,0.74,0.2,1.48,11.88,284.08,3.94,96.88
150,0.374,0.56,0.2,1.47,11.87,284.5,4.06,92.54
160,0.374,0.38,0.2,1.46,11.86,284.91,4.19,88.2
170,0.374,0.19,0.2,1.45,11.85,285.33,4.31,83.86
180,0.374,0.0,0.2,1.44,11.83,285.74,4.44,79.52
