t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.48,0.38,0.68,5.9,9.39,249.72,15.45,192.77
-170,1.48,0.53,0.68,5.91,9.4,249.15,15.46,194.21
-160,1.48,0.66,0.68,5.92,9.42,249.07,15.48,195.3
-150,1.48,0.79,0.68,5.93,9.4,249.35,15.48,196.71
-140,1.48,0.93,0.68,5.94,9.38,249.79,15.51,197.48
-130,1.48,1.04,0.68,5.95,9.41,250.46,15.55,198.43
-120,1.48,1.16,0.68,5.96,9.39,251.24,15.54,198.19
-110,1.48,1.27,0.68,5.98,9.33,252.1,15.53,197.54
-100,1.48,1.36,0.68,5.98,9.3,252.72,15.5,195.97
-90,1.48,1.45,0.68,5.99,9.29,252.5,15.47,194.16
-80,1.48,1.53,0.68,6.01,9.26,252.53,15.45,193.16
-70,1.48,1.61,0.67,6.02,9.2,253.06,15.39,192.18
-60,1.48,1.66,0.67,6.02,9.13,254.18,15.34,191.42
-50,1.48,1.71,0.67,6.03,9.06,254.71,15.32,189.79
-40,1.48,1.75,0.67,6.05,8.99,255.37,15.36,188.35
-30,1.48,1.8,0.67,6.05,8.89,256.5,15.4,187.35
-20,1.48,1.81,0.67,6.06,8.81,257.38,15.4,186.0
-10,1.48,1.82,0.67,6.07,8.7,257.75,15.44,183.74
0,1.48,1.83,0.67,6.07,8.6,257.68,15.47,182.35
10,1.48,1.81,0.67,6.07,8.5,257.97,15.5,181.48
20,1.48,1.79,0.68,6.08,8.43,258.36,15.49,180.62
30,1.48,1.76,0.67,6.09,8.35,258.16,15.53,179.62
40,1.48,1.71,0.67,6.09,8.28,257.71,15.58,178.83
50,1.48,1.65,0.67,6.1,8.26,257.49,15.63,178.11
60,1.48,1.59,0.67,6.1,8.26,257.28,15.69,177.47
70,1.48,1.51,0.67,6.11,8.27,256.82,15.69,177.42
80,1.48,1.41,0.66,6.11,8.28,256.42,15.7,178.06
90,1.48,1.3,0.67,6.12,8.32,256.36,15.75,178.51
100,1.48,1.18,0.67,6.12,8.36,256.78,15.76,179.58
110,1.48,1.05,0.67,6.12,8.42,256.7,15.77,181.37
120,1.48,0.92,0.67,6.12,8.53,256.47,15.79,183.03
130,1.48,0.77,0.67,6.12,8.67,256.32,15.81,183.95
140,1.48,0.62,0.66,6.12,8.78,255.97,15.78,184.68
150,1.48,0.46,0.66,6.13,8.9,255.76,15.73,185.22
160,1.48,0.29,0.66,6.12,9.03,255.31,15.66,185.86
170,1.48,0.12,0.66,6.14,9.12,255.0,15.6,186.11
180,1.48,-0.06,0.66,6.14,9.17,254.72,15.52,186.07
