t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.3,0.06,-0.11,1.08,9.94,288.0,4.26,40.05
-170,0.3,0.24,-0.11,1.08,9.92,288.06,4.29,40.47
-160,0.3,0.42,-0.11,1.07,9.91,288.11,4.31,40.89
-150,0.3,0.6,-0.11,1.07,9.9,288.16,4.33,41.32
-140,0.3,0.77,-0.11,1.06,9.88,288.22,4.35,41.74
-130,0.3,0.93,-0.11,1.06,9.87,288.27,4.38,42.16
-120,0.3,1.08,-0.11,1.05,9.85,288.32,4.4,42.59
-110,0.3,1.22,-0.11,1.05,9.84,288.38,4.42,43.01
-100,0.3,1.35,-0.11,1.05,9.83,288.43,4.44,43.43
-90,0.3,1.47,-0.11,1.04,9.81,288.48,4.47,43.86
-80,0.3,1.58,-0.11,1.04,9.8,288.54,4.49,44.28
-70,0.3,1.67,-0.11,1.03,9.79,288.59,4.51,44.7
-60,0.3,1.75,-0.11,1.03,9.77,288.64,4.53,45.13
-50,0.3,1.82,-0.11,1.02,9.76,288.7,4.56,45.55
-40,0.3,1.87,-0.11,1.02,9.75,288.75,4.58,45.97
-30,0.3,1.91,-0.11,1.02,9.73,288.8,4.6,46.4
-20,0.3,1.94,-0.11,1.01,9.72,288.86,4.62,46.82
-10,0.3,1.96,-0.11,1.01,9.7,288.91,4.65,47.24
0,0.3,1.96,-0.11,1.0,9.69,288.96,4.67,47.67
10,0.3,1.94,-0.11,1.0,9.68,289.02,4.69,48.09
20,0.3,1.92,-0.11,1.0,9.66,289.07,4.71,48.51
30,0.3,1.88,-0.11,0.99,9.65,289.13,4.74,48.94
40,0.3,1.83,-0.11,0.99,9.64,289.18,4.76,49.36
50,0.3,1.77,-0.11,0.98,9.62,289.23,4.78,49.78
60,0.3,1.69,-0.11,0.98,9.61,289.29,4.8,50.21
70,0.3,1.61,-0.11,0.97,9.6,289.34,4.82,50.63
80,0.3,1.51,-0.11,0.97,9.58,289.39,4.85,51.05
90,0.3,1.4,-0.1,0.97,9.57,289.45,4.87,51.48
100,0.3,1.29,-0.1,0.96,9.55,289.5,4.89,51.9
110,0.3,1.16,-0.1,0.96,9.54,289.55,4.91,52.32
120,0.3,1.03,-0.1,0.95,9.53,289.61,4.94,52.75
130,0.3,0.89,-0.1,0.95,9.51,289.66,4.96,53.17
140,0.3,0.74,-0.1,0.94,9.5,289.71,4.98,53.59
150,0.3,0.58,-0.1,0.94,9.49,289.68,5.0,53.84
160,0.3,0.42,-0.1,0.94,9.48,289.64,5.03,54.08
170,0.3,0.26,-0.1,0.94,9.47,289.61,5.05,54.32
180,0.3,0.09,-0.1,0.93,9.46,289.57,5.07,54.56
