t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.85,0.1,0.84,5.06,14.45,266.73,14.24,250.51
-170,0.85,0.35,0.84,5.05,14.41,266.13,14.23,251.92
-160,0.85,0.58,0.84,5.06,14.33,265.34,14.17,253.92
-150,0.85,0.82,0.84,5.08,14.29,264.15,14.05,256.13
-140,0.85,1.04,0.83,5.09,14.26,263.05,13.9,256.49
-130,0.85,1.25,0.83,5.09,14.26,262.42,13.74,257.01
-120,0.85,1.45,0.84,5.1,14.24,261.59,13.62,258.01
-110,0.85,1.64,0.84,5.11,14.23,260.92,13.48,258.81
-100,0.85,1.8,0.84,5.12,14.12,260.25,13.37,260.45
-90,0.85,1.96,0.84,5.14,13.96,259.81,13.27,262.15
-80,0.85,2.1,0.84,5.14,13.8,259.25,13.2,264.03
-70,0.85,2.22,0.83,5.15,13.66,258.73,13.19,265.39
-60,0.85,2.33,0.83,5.16,13.52,258.53,13.15,266.93
-50,0.85,2.42,0.83,5.17,13.42,258.06,13.15,268.26
-40,0.85,2.49,0.83,5.18,13.4,257.55,13.15,268.42
-30,0.85,2.55,0.83,5.2,13.45,256.8,13.15,268.53
-20,0.85,2.59,0.83,5.21,13.54,255.94,13.13,268.58
-10,0.85,2.61,0.83,5.22,13.61,254.88,13.13,268.82
0,0.85,2.62,0.83,5.22,13.69,253.36,13.14,269.77
10,0.85,2.61,0.83,5.22,13.78,252.04,13.13,270.91
20,0.85,2.59,0.83,5.23,13.84,250.9,13.13,272.57
30,0.85,2.55,0.83,5.23,13.92,249.8,13.14,274.19
40,0.85,2.5,0.83,5.23,13.99,248.43,13.19,276.32
50,0.85,2.42,0.82,5.23,14.08,247.31,13.24,278.49
60,0.85,2.36,0.82,5.24,14.14,246.34,13.33,279.78
70,0.85,2.27,0.82,5.24,14.15,245.14,13.46,280.25
80,0.85,2.16,0.82,5.26,14.22,243.89,13.57,281.34
90,0.85,2.03,0.81,5.26,14.23,242.32,13.64,281.86
100,0.85,1.91,0.81,5.27,14.23,241.08,13.68,282.74
110,0.85,1.76,0.8,5.27,14.23,239.72,13.66,283.64
120,0.85,1.61,0.8,5.28,14.22,238.23,13.63,284.59
130,0.85,1.44,0.8,5.29,14.24,237.13,13.57,285.68
140,0.85,1.26,0.8,5.29,14.23,236.04,13.48,286.15
150,0.85,1.08,0.8,5.29,14.21,234.82,13.37,286.43
160,0.85,0.89,0.79,5.3,14.22,233.7,13.27,284.86
170,0.85,0.69,0.79,5.32,14.24,232.83,13.18,283.14
180,0.85,0.47,0.79,5.32,14.33,231.96,13.08,281.76
