t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.19,0.29,0.07,3.48,8.87,261.7,17.65,272.7
-170,1.19,0.43,0.07,3.48,8.88,261.42,17.56,274.11
-160,1.19,0.57,0.06,3.49,8.91,261.92,17.49,274.94
-150,1.19,0.71,0.07,3.5,8.95,263.17,17.37,275.21
-140,1.19,0.84,0.07,3.51,8.96,264.78,17.29,275.94
-130,1.19,0.97,0.07,3.51,8.97,266.52,17.22,276.22
-120,1.19,1.08,0.08,3.52,8.97,268.01,17.16,276.51
-110,1.19,1.2,0.07,3.53,9.0,269.3,17.08,276.1
-100,1.19,1.31,0.07,3.54,9.04,269.9,16.95,275.67
-90,1.19,1.4,0.08,3.54,9.13,270.35,16.82,276.16
-80,1.19,1.49,0.07,3.55,9.22,270.29,16.69,276.6
-70,1.19,1.57,0.07,3.56,9.28,270.32,16.59,277.47
-60,1.19,1.64,0.08,3.56,9.33,269.96,16.53,277.74
-50,1.19,1.7,0.07,3.57,9.4,270.18,16.46,278.33
-40,1.19,1.75,0.08,3.57,9.43,270.29,16.41,279.31
-30,1.19,1.79,0.08,3.57,9.43,270.19,16.43,279.28
-20,1.19,1.82,0.08,3.57,9.46,269.93,16.45,278.6
-10,1.19,1.84,0.08,3.58,9.51,269.72,16.5,277.51
0,1.19,1.85,0.07,3.59,9.58,269.66,16.53,275.85
10,1.19,1.84,0.07,3.59,9.63,269.37,16.58,274.25
20,1.19,1.82,0.07,3.6,9.68,269.43,16.57,271.94
30,1.19,1.8,0.06,3.6,9.73,269.37,16.55,270.12
40,1.19,1.76,0.06,3.6,9.77,269.74,16.5,267.69
50,1.19,1.72,0.07,3.6,9.81,270.15,16.41,265.13
60,1.19,1.65,0.07,3.61,9.89,270.85,16.3,263.32
70,1.19,1.58,0.07,3.62,9.98,271.52,16.21,260.96
80,1.19,1.51,0.06,3.62,10.06,271.71,16.12,258.56
90,1.19,1.42,0.06,3.62,10.14,271.95,16.03,255.51
100,1.19,1.32,0.06,3.64,10.23,271.79,15.96,252.97
110,1.19,1.21,0.06,3.64,10.28,271.27,15.85,250.47
120,1.19,1.09,0.06,3.64,10.3,270.47,15.76,248.54
130,1.19,0.97,0.06,3.65,10.31,269.98,15.58,246.49
140,1.19,0.84,0.06,3.66,10.31,270.07,15.47,244.5
150,1.19,0.7,0.05,3.67,10.36,270.23,15.35,242.94
160,1.19,0.56,0.05,3.68,10.42,270.51,15.2,241.15
170,1.19,0.4,0.05,3.68,10.5,271.34,15.03,239.54
180,1.19,0.25,0.05,3.68,10.59,272.48,14.86,237.31
