t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.43,0.12,-0.05,1.5,6.75,256.91,5.2,268.77
-170,0.43,0.24,-0.05,1.49,6.7,256.68,5.2,268.86
-160,0.43,0.36,-0.05,1.49,6.66,256.45,5.2,268.94
-150,0.43,0.48,-0.05,1.49,6.61,256.22,5.19,269.03
-140,0.43,0.6,-0.05,1.49,6.57,255.99,5.19,269.12
-130,0.43,0.71,-0.06,1.49,6.53,255.76,5.19,269.21
-120,0.43,0.81,-0.06,1.49,6.48,255.53,5.19,269.3
-110,0.43,0.91,-0.06,1.49,6.44,255.3,5.18,269.39
-100,0.43,1.0,-0.06,1.49,6.4,255.07,5.18,269.47
-90,0.43,1.08,-0.06,1.49,6.35,254.84,5.18,269.56
-80,0.43,1.16,-0.06,1.49,6.31,254.61,5.18,269.65
-70,0.43,1.22,-0.06,1.49,6.32,254.86,5.17,269.72
-60,0.43,1.28,-0.06,1.49,6.34,255.11,5.16,269.79
-50,0.43,1.33,-0.06,1.49,6.35,255.35,5.15,269.86
-40,0.43,1.37,-0.06,1.48,6.36,255.6,5.14,269.93
-30,0.43,1.4,-0.06,1.48,6.37,255.85,5.13,270.0
-20,0.43,1.42,-0.06,1.48,6.38,256.1,5.13,270.07
-10,0.43,1.43,-0.06,1.48,6.4,256.35,5.12,270.14
0,0.43,1.43,-0.06,1.48,6.41,256.59,5.11,270.21
10,0.43,1.43,-0.06,1.48,6.42,256.84,5.1,270.28
20,0.43,1.41,-0.06,1.48,6.43,257.09,5.09,270.35
30,0.43,1.39,-0.06,1.48,6.45,257.34,5.08,270.42
40,0.43,1.35,-0.06,1.48,6.46,257.59,5.07,270.49
50,0.43,1.31,-0.06,1.47,6.47,257.83,5.06,270.56
60,0.43,1.26,-0.06,1.47,6.48,258.08,5.06,270.63
70,0.43,1.2,-0.06,1.47,6.49,258.33,5.05,270.71
80,0.43,1.13,-0.06,1.47,6.51,258.58,5.04,270.78
90,0.43,1.06,-0.06,1.47,6.52,258.83,5.03,270.85
100,0.43,0.98,-0.06,1.47,6.53,259.07,5.02,270.92
110,0.43,0.89,-0.06,1.47,6.54,259.32,5.01,270.99
120,0.43,0.79,-0.06,1.47,6.56,259.57,5.0,271.06
130,0.43,0.69,-0.06,1.47,6.57,259.82,5.0,271.13
140,0.43,0.58,-0.06,1.46,6.58,260.07,4.99,271.2
150,0.43,0.47,-0.06,1.46,6.59,260.32,4.98,271.27
160,0.43,0.36,-0.06,1.46,6.61,260.56,4.97,271.34
170,0.43,0.24,-0.06,1.46,6.62,260.81,4.96,271.41
180,0.43,0.12,-0.06,1.46,6.63,261.06,4.95,271.48
