t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.85,0.1,0.84,1.5,6.14,252.01,8.43,176.67
-170,0.85,0.35,0.84,1.5,6.15,252.78,8.5,177.49
-160,0.85,0.58,0.84,1.5,6.14,253.48,8.57,178.58
-150,0.85,0.82,0.84,1.5,6.14,254.0,8.66,179.11
-140,0.85,1.04,0.83,1.5,6.1,254.2,8.73,178.87
-130,0.85,1.25,0.83,1.5,6.06,253.79,8.75,178.56
-120,0.85,1.45,0.84,1.5,6.03,253.4,8.78,178.74
-110,0.85,1.64,0.84,1.5,6.02,253.28,8.82,178.58
-100,0.85,1.8,0.84,1.49,5.99,253.4,8.89,178.2
-90,0.85,1.96,0.84,1.49,5.97,253.28,8.91,177.77
-80,0.85,2.1,0.84,1.48,5.98,253.57,8.96,178.0
-70,0.85,2.22,0.83,1.48,5.99,253.92,9.04,178.45
-60,0.85,2.33,0.83,1.47,5.98,254.16,9.14,178.56
-50,0.85,2.42,0.83,1.46,5.98,254.09,9.25,178.77
-40,0.85,2.49,0.83,1.46,6.01,253.88,9.37,178.94
-30,0.85,2.55,0.83,1.46,6.02,254.07,9.49,178.56
-20,0.85,2.59,0.83,1.46,6.03,254.52,9.61,178.0
-10,0.85,2.61,0.83,1.45,6.06,254.97,9.77,176.89
0,0.85,2.62,0.83,1.44,6.14,256.0,9.9,175.81
10,0.85,2.61,0.83,1.44,6.2,257.34,10.0,173.86
20,0.85,2.59,0.83,1.42,6.25,258.95,10.14,172.0
30,0.85,2.55,0.83,1.43,6.3,260.29,10.25,170.51
40,0.85,2.5,0.83,1.42,6.32,261.5,10.38,168.94
50,0.85,2.42,0.82,1.42,6.34,262.65,10.49,167.15
60,0.85,2.36,0.82,1.42,6.31,263.47,10.58,164.8
70,0.85,2.27,0.82,1.43,6.3,263.82,10.64,162.72
80,0.85,2.16,0.82,1.43,6.32,264.16,10.7,160.26
90,0.85,2.03,0.81,1.42,6.34,264.11,10.77,158.55
100,0.85,1.91,0.81,1.43,6.39,263.74,10.79,156.6
110,0.85,1.76,0.8,1.43,6.45,263.45,10.86,154.81
120,0.85,1.61,0.8,1.42,6.49,262.88,10.88,153.75
130,0.85,1.44,0.8,1.42,6.52,262.16,10.9,152.71
140,0.85,1.26,0.8,1.42,6.52,261.75,10.86,151.46
150,0.85,1.08,0.8,1.43,6.5,261.09,10.8,149.13
160,0.85,0.89,0.79,1.43,6.5,260.7,10.73,146.51
170,0.85,0.69,0.79,1.43,6.5,260.15,10.62,144.56
180,0.85,0.47,0.79,1.44,6.5,259.99,10.54,143.06
