t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.56,0.18,0.3,3.55,12.45,249.35,7.95,201.62
-170,0.56,0.36,0.3,3.57,12.44,248.98,7.83,201.62
-160,0.56,0.53,0.3,3.6,12.44,248.85,7.69,201.89
-150,0.56,0.7,0.3,3.63,12.42,248.38,7.59,202.37
-140,0.56,0.86,0.29,3.66,12.45,247.85,7.5,202.74
-130,0.56,1.02,0.3,3.69,12.47,247.64,7.44,203.56
-120,0.56,1.17,0.3,3.71,12.5,247.23,7.37,204.21
-110,0.56,1.31,0.3,3.74,12.55,246.34,7.32,204.39
-100,0.56,1.44,0.3,3.76,12.59,245.26,7.27,204.67
-90,0.56,1.56,0.3,3.79,12.59,244.36,7.22,204.74
-80,0.56,1.67,0.3,3.82,12.55,243.58,7.17,203.86
-70,0.56,1.77,0.3,3.84,12.51,242.51,7.16,202.5
-60,0.56,1.85,0.3,3.86,12.48,242.08,7.14,201.57
-50,0.56,1.92,0.3,3.88,12.46,241.86,7.09,200.23
-40,0.56,1.98,0.3,3.91,12.42,241.2,7.02,198.51
-30,0.56,2.02,0.3,3.93,12.38,240.84,6.94,197.65
-20,0.56,2.06,0.29,3.96,12.38,240.79,6.84,196.68
-10,0.56,2.07,0.29,3.97,12.39,240.96,6.7,197.02
0,0.56,2.08,0.29,4.0,12.41,241.24,6.56,197.36
10,0.56,2.08,0.3,4.02,12.42,241.68,6.43,197.28
20,0.56,2.05,0.3,4.05,12.47,242.27,6.32,197.13
30,0.56,2.01,0.3,4.07,12.55,242.64,6.25,197.04
40,0.56,1.97,0.29,4.08,12.64,242.46,6.21,197.25
50,0.56,1.92,0.3,4.11,12.73,242.65,6.18,196.29
60,0.56,1.84,0.29,4.13,12.84,242.89,6.14,194.45
70,0.56,1.76,0.28,4.14,12.92,243.44,6.15,192.82
80,0.56,1.67,0.28,4.16,12.97,243.72,6.18,191.48
90,0.56,1.57,0.28,4.18,13.01,243.85,6.22,190.45
100,0.56,1.46,0.27,4.18,13.02,244.32,6.26,189.75
110,0.56,1.34,0.28,4.2,13.03,244.82,6.27,189.19
120,0.56,1.21,0.27,4.21,13.03,245.16,6.25,189.15
130,0.56,1.07,0.27,4.22,13.02,245.34,6.24,189.3
140,0.56,0.93,0.27,4.23,13.06,246.04,6.31,189.52
150,0.56,0.77,0.27,4.24,13.13,246.42,6.35,189.65
160,0.56,0.62,0.27,4.25,13.16,246.72,6.37,189.16
170,0.56,0.45,0.27,4.26,13.17,246.77,6.37,188.96
180,0.56,0.29,0.26,4.27,13.18,246.25,6.42,188.86
