t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.84,0.17,0.51,9.46,25.39,271.68,19.93,248.99
-170,1.84,0.35,0.51,9.48,25.45,271.23,19.87,248.23
-160,1.84,0.51,0.5,9.49,25.48,270.94,19.8,248.09
-150,1.84,0.68,0.5,9.5,25.51,270.1,19.74,248.6
-140,1.84,0.84,0.5,9.52,25.54,269.43,19.66,249.7
-130,1.84,0.99,0.5,9.53,25.55,268.82,19.58,250.62
-120,1.84,1.13,0.5,9.54,25.5,268.11,19.56,251.87
-110,1.84,1.25,0.5,9.56,25.44,266.97,19.53,251.67
-100,1.84,1.38,0.5,9.57,25.44,265.67,19.52,250.96
-90,1.84,1.49,0.5,9.59,25.47,265.14,19.56,249.86
-80,1.84,1.59,0.5,9.6,25.45,264.4,19.63,249.45
-70,1.84,1.68,0.5,9.61,25.42,263.42,19.71,248.67
-60,1.84,1.75,0.5,9.62,25.44,263.07,19.79,247.58
-50,1.84,1.81,0.5,9.63,25.49,262.71,19.92,246.38
-40,1.84,1.87,0.5,9.64,25.52,262.51,20.07,244.53
-30,1.84,1.89,0.5,9.65,25.53,261.81,20.14,243.66
-20,1.84,1.93,0.5,9.66,25.61,261.58,20.18,242.54
-10,1.84,1.95,0.5,9.67,25.68,261.43,20.23,241.55
0,1.84,1.96,0.5,9.67,25.71,261.06,20.33,239.57
10,1.84,1.94,0.5,9.69,25.76,260.9,20.4,237.79
20,1.84,1.93,0.5,9.7,25.82,260.64,20.5,235.77
30,1.84,1.9,0.49,9.71,25.89,260.41,20.59,233.55
40,1.84,1.86,0.49,9.72,25.91,259.92,20.67,231.37
50,1.84,1.81,0.49,9.74,25.99,259.43,20.76,230.58
60,1.84,1.75,0.48,9.75,26.07,258.77,20.82,230.67
70,1.84,1.67,0.48,9.76,26.1,258.24,20.82,230.32
80,1.84,1.59,0.48,9.76,26.12,257.48,20.79,231.04
90,1.84,1.49,0.48,9.77,26.12,257.06,20.76,231.97
100,1.84,1.39,0.48,9.77,26.12,256.71,20.8,233.3
110,1.84,1.28,0.49,9.77,26.05,256.39,20.87,233.59
120,1.84,1.15,0.49,9.78,25.98,256.06,20.92,235.04
130,1.84,1.03,0.48,9.79,25.93,255.53,20.95,236.2
140,1.84,0.89,0.49,9.8,25.87,255.29,20.93,237.14
150,1.84,0.75,0.48,9.8,25.83,254.31,20.92,238.11
160,1.84,0.6,0.48,9.81,25.79,253.37,20.89,239.64
170,1.84,0.44,0.47,9.83,25.8,252.09,20.89,240.57
180,1.84,0.28,0.47,9.83,25.77,250.7,20.83,240.85
