t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.53,0.41,0.46,8.0,12.78,247.97,21.46,294.13
-170,0.53,0.57,0.46,7.99,12.71,248.75,21.41,291.25
-160,0.53,0.74,0.45,7.98,12.64,249.11,21.41,287.94
-150,0.53,0.9,0.46,7.98,12.6,250.0,21.38,284.56
-140,0.53,1.05,0.46,7.98,12.55,251.16,21.34,282.91
-130,0.53,1.19,0.46,7.97,12.54,251.95,21.22,281.72
-120,0.53,1.33,0.46,7.96,12.57,252.3,21.14,280.42
-110,0.53,1.47,0.47,7.96,12.61,252.2,21.08,279.49
-100,0.53,1.58,0.47,7.95,12.65,252.12,21.01,278.85
-90,0.53,1.69,0.47,7.95,12.63,251.42,20.95,278.14
-80,0.53,1.78,0.47,7.94,12.63,250.56,20.93,277.08
-70,0.53,1.88,0.47,7.94,12.61,249.66,20.96,276.49
-60,0.53,1.95,0.47,7.94,12.61,248.89,20.99,275.55
-50,0.53,2.02,0.48,7.94,12.63,248.46,20.98,275.28
-40,0.53,2.08,0.48,7.94,12.65,248.38,20.98,275.09
-30,0.53,2.12,0.49,7.94,12.69,248.72,21.01,275.47
-20,0.53,2.15,0.49,7.93,12.72,248.89,21.02,276.17
-10,0.53,2.17,0.49,7.92,12.77,249.57,21.03,276.61
0,0.53,2.18,0.49,7.92,12.85,250.34,21.05,278.04
10,0.53,2.17,0.49,7.92,12.93,251.09,21.05,279.42
20,0.53,2.15,0.49,7.92,12.99,252.04,21.03,281.18
30,0.53,2.12,0.49,7.91,13.07,252.79,21.05,282.37
40,0.53,2.07,0.49,7.91,13.14,253.56,21.08,282.32
50,0.53,2.01,0.49,7.91,13.14,254.44,21.08,282.07
60,0.53,1.94,0.49,7.9,13.14,255.39,21.11,281.49
70,0.53,1.84,0.49,7.9,13.12,256.57,21.14,280.25
80,0.53,1.73,0.5,7.89,13.09,257.82,21.23,278.28
90,0.53,1.62,0.5,7.88,13.05,259.31,21.31,276.42
100,0.53,1.49,0.5,7.87,13.02,260.73,21.43,275.88
110,0.53,1.35,0.5,7.86,13.02,262.08,21.54,275.73
120,0.53,1.19,0.5,7.86,12.98,263.53,21.65,275.76
130,0.53,1.03,0.5,7.85,13.03,264.56,21.78,275.94
140,0.53,0.86,0.5,7.85,13.02,265.68,21.91,276.85
150,0.53,0.68,0.5,7.84,13.01,266.94,22.07,277.94
160,0.53,0.48,0.5,7.84,12.99,268.32,22.13,278.96
170,0.53,0.29,0.5,7.84,12.97,269.7,22.2,279.86
180,0.53,0.09,0.5,7.83,12.95,270.91,22.27,280.98
