t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.46,0.37,-0.07,0.48,8.07,266.01,5.25,249.49
-170,0.46,0.55,-0.06,0.48,8.07,266.01,5.27,249.88
-160,0.46,0.72,-0.06,0.48,8.07,266.01,5.3,250.27
-150,0.46,0.89,-0.06,0.48,8.06,266.01,5.3,251.09
-140,0.46,1.05,-0.06,0.48,8.06,266.01,5.3,251.91
-130,0.46,1.2,-0.06,0.48,8.06,266.01,5.29,252.73
-120,0.46,1.35,-0.06,0.48,8.05,266.01,5.29,253.56
-110,0.46,1.48,-0.06,0.49,8.05,266.01,5.29,254.38
-100,0.46,1.61,-0.06,0.49,8.05,266.01,5.29,255.2
-90,0.46,1.73,-0.06,0.49,8.04,266.01,5.31,256.31
-80,0.46,1.84,-0.06,0.49,8.04,266.01,5.34,257.42
-70,0.46,1.93,-0.06,0.49,8.04,266.01,5.37,258.54
-60,0.46,2.02,-0.06,0.49,8.03,266.01,5.39,259.65
-50,0.46,2.09,-0.06,0.49,8.03,266.01,5.42,260.76
-40,0.46,2.15,-0.06,0.5,8.03,266.01,5.44,261.87
-30,0.46,2.2,-0.06,0.5,8.02,266.01,5.44,263.67
-20,0.46,2.24,-0.06,0.5,8.02,266.01,5.44,265.46
-10,0.46,2.26,-0.06,0.5,8.02,266.01,5.43,267.26
0,0.46,2.27,-0.06,0.5,8.01,266.01,5.43,269.05
10,0.46,2.27,-0.06,0.5,8.01,266.01,5.42,270.85
20,0.46,2.25,-0.06,0.5,8.01,266.01,5.42,272.65
30,0.46,2.22,-0.06,0.51,8.01,266.01,5.37,274.73
40,0.46,2.18,-0.06,0.51,8.0,266.01,5.32,276.81
50,0.46,2.12,-0.06,0.51,8.0,266.01,5.27,278.9
60,0.46,2.04,-0.06,0.51,8.0,266.01,5.22,280.98
70,0.46,1.95,-0.06,0.51,7.99,266.01,5.18,283.06
80,0.46,1.85,-0.06,0.51,7.99,266.01,5.13,285.15
90,0.46,1.74,-0.06,0.51,7.99,266.01,5.01,285.45
100,0.46,1.61,-0.06,0.52,7.98,266.01,4.88,285.75
110,0.46,1.47,-0.06,0.52,7.98,266.01,4.76,286.05
120,0.46,1.31,-0.06,0.52,7.98,266.01,4.64,286.35
130,0.46,1.15,-0.06,0.52,7.97,266.01,4.51,286.65
140,0.46,0.98,-0.06,0.52,7.97,266.01,4.39,286.95
150,0.46,0.8,-0.06,0.52,7.97,266.01,4.32,287.27
160,0.46,0.61,-0.06,0.52,7.97,266.01,4.25,287.58
170,0.46,0.41,-0.06,0.52,7.96,266.01,4.18,287.9
180,0.46,0.21,-0.06,0.52,7.96,266.01,4.11,288.21
