t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.6,0.17,0.05,4.24,11.73,253.48,6.88,21.82
-170,0.6,0.34,0.05,4.24,11.81,252.6,6.9,19.91
-160,0.6,0.5,0.05,4.23,11.87,251.71,6.95,18.04
-150,0.6,0.67,0.05,4.22,11.91,251.04,7.01,16.04
-140,0.6,0.82,0.05,4.22,11.94,250.34,7.11,13.35
-130,0.6,0.97,0.05,4.22,11.97,249.35,7.17,11.48
-120,0.6,1.11,0.06,4.21,11.94,247.87,7.26,8.85
-110,0.6,1.25,0.05,4.21,11.91,246.64,7.38,6.04
-100,0.6,1.37,0.06,4.2,11.87,245.56,7.45,2.85
-90,0.6,1.48,0.05,4.2,11.86,244.03,7.55,359.59
-80,0.6,1.58,0.05,4.21,11.85,242.55,7.57,357.08
-70,0.6,1.67,0.05,4.2,11.8,241.61,7.66,354.78
-60,0.6,1.75,0.05,4.2,11.79,241.04,7.75,352.77
-50,0.6,1.82,0.06,4.2,11.81,240.52,7.81,350.7
-40,0.6,1.87,0.06,4.19,11.84,239.86,7.89,348.29
-30,0.6,1.91,0.06,4.19,11.82,239.76,7.95,345.44
-20,0.6,1.94,0.06,4.19,11.83,239.41,8.05,342.95
-10,0.6,1.96,0.06,4.18,11.82,239.5,8.15,340.72
0,0.6,1.96,0.06,4.18,11.76,239.56,8.22,337.78
10,0.6,1.95,0.07,4.17,11.69,239.29,8.28,333.85
20,0.6,1.93,0.07,4.17,11.62,239.27,8.41,330.35
30,0.6,1.9,0.07,4.16,11.54,239.29,8.5,326.61
40,0.6,1.85,0.07,4.15,11.45,239.35,8.59,322.91
50,0.6,1.8,0.07,4.14,11.41,239.17,8.68,319.5
60,0.6,1.73,0.07,4.14,11.36,239.19,8.79,317.29
70,0.6,1.65,0.07,4.13,11.31,239.51,8.88,315.88
80,0.6,1.56,0.07,4.12,11.28,239.93,8.98,314.7
90,0.6,1.46,0.07,4.11,11.27,240.71,9.05,314.54
100,0.6,1.35,0.07,4.11,11.29,241.45,9.13,314.21
110,0.6,1.23,0.07,4.1,11.28,242.17,9.2,314.21
120,0.6,1.1,0.07,4.09,11.27,242.87,9.25,313.69
130,0.6,0.97,0.07,4.08,11.28,243.65,9.28,312.69
140,0.6,0.83,0.07,4.08,11.28,244.1,9.3,311.74
150,0.6,0.69,0.07,4.08,11.28,243.82,9.27,310.46
160,0.6,0.54,0.07,4.07,11.28,243.37,9.23,309.42
170,0.6,0.38,0.06,4.07,11.27,242.76,9.19,308.03
180,0.6,0.21,0.07,4.06,11.26,242.17,9.16,306.98
