t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.79,0.12,0.58,5.19,12.1,267.06,17.21,352.36
-170,1.79,0.36,0.58,5.18,12.13,267.25,17.16,348.92
-160,1.79,0.59,0.58,5.18,12.14,267.41,17.14,345.73
-150,1.79,0.81,0.58,5.18,12.15,267.41,17.12,343.66
-140,1.79,1.03,0.58,5.18,12.15,267.5,17.09,342.15
-130,1.79,1.22,0.58,5.18,12.15,267.48,17.06,340.98
-120,1.79,1.42,0.58,5.17,12.14,267.66,17.04,340.2
-110,1.79,1.6,0.57,5.18,12.12,267.37,17.04,339.49
-100,1.79,1.77,0.57,5.18,12.09,267.26,17.01,338.8
-90,1.79,1.92,0.57,5.17,12.05,267.31,16.98,338.16
-80,1.79,2.06,0.57,5.17,12.0,267.25,16.93,336.7
-70,1.79,2.18,0.56,5.17,11.98,266.84,16.9,335.46
-60,1.79,2.28,0.56,5.17,11.89,266.45,16.86,333.94
-50,1.79,2.37,0.56,5.16,11.81,266.36,16.86,333.37
-40,1.79,2.46,0.56,5.15,11.7,266.21,16.81,333.0
-30,1.79,2.51,0.55,5.15,11.62,266.18,16.79,331.99
-20,1.79,2.55,0.56,5.15,11.54,266.06,16.85,331.66
-10,1.79,2.57,0.55,5.14,11.48,265.73,16.91,331.22
0,1.79,2.58,0.55,5.14,11.43,265.19,17.02,330.46
10,1.79,2.57,0.55,5.13,11.43,264.52,17.11,329.44
20,1.79,2.55,0.55,5.13,11.43,263.97,17.2,327.25
30,1.79,2.51,0.55,5.12,11.46,263.33,17.31,324.91
40,1.79,2.46,0.55,5.12,11.48,262.83,17.45,322.25
50,1.79,2.39,0.55,5.11,11.52,262.68,17.58,318.52
60,1.79,2.3,0.55,5.11,11.55,262.67,17.73,315.37
70,1.79,2.19,0.55,5.1,11.54,262.72,17.87,312.1
80,1.79,2.08,0.55,5.1,11.52,262.51,18.03,309.13
90,1.79,1.96,0.55,5.1,11.48,262.57,18.11,305.83
100,1.79,1.8,0.54,5.09,11.44,262.35,18.23,301.92
110,1.79,1.65,0.54,5.09,11.34,261.83,18.33,297.92
120,1.79,1.48,0.54,5.09,11.27,261.55,18.43,293.45
130,1.79,1.29,0.55,5.08,11.22,261.32,18.51,288.99
140,1.79,1.11,0.55,5.08,11.21,260.83,18.63,285.26
150,1.79,0.9,0.55,5.07,11.18,259.85,18.73,282.22
160,1.79,0.69,0.55,5.06,11.17,259.05,18.84,280.56
170,1.79,0.47,0.55,5.07,11.2,258.17,18.97,279.81
180,1.79,0.26,0.55,5.06,11.23,256.85,19.08,279.07
