t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.56,0.03,0.65,5.88,20.26,243.85,15.12,225.88
-170,1.56,0.21,0.65,5.88,20.38,244.31,15.04,226.7
-160,1.56,0.4,0.65,5.88,20.53,244.79,14.85,227.01
-150,1.56,0.57,0.65,5.88,20.68,244.89,14.7,227.15
-140,1.56,0.73,0.64,5.88,20.87,244.89,14.49,227.5
-130,1.56,0.89,0.64,5.87,21.04,245.01,14.34,228.2
-120,1.56,1.05,0.65,5.87,21.19,244.65,14.22,228.74
-110,1.56,1.2,0.64,5.88,21.29,244.36,14.13,229.46
-100,1.56,1.33,0.64,5.88,21.39,243.75,14.08,230.19
-90,1.56,1.45,0.64,5.88,21.46,243.52,14.01,231.95
-80,1.56,1.56,0.64,5.89,21.53,243.51,13.93,234.31
-70,1.56,1.66,0.64,5.88,21.58,243.03,13.81,237.05
-60,1.56,1.75,0.63,5.89,21.61,243.01,13.65,240.16
-50,1.56,1.83,0.62,5.9,21.66,243.28,13.49,243.71
-40,1.56,1.89,0.62,5.89,21.66,243.41,13.35,247.84
-30,1.56,1.94,0.62,5.89,21.66,243.43,13.22,252.46
-20,1.56,1.97,0.62,5.9,21.65,243.62,13.11,257.28
-10,1.56,1.99,0.62,5.9,21.67,243.67,13.0,261.79
0,1.56,2.0,0.63,5.91,21.67,243.74,12.88,265.35
10,1.56,1.98,0.63,5.91,21.67,243.67,12.79,268.04
20,1.56,1.97,0.62,5.92,21.68,243.68,12.74,269.83
30,1.56,1.94,0.62,5.91,21.69,243.79,12.68,271.05
40,1.56,1.89,0.61,5.92,21.67,243.57,12.67,271.22
50,1.56,1.83,0.61,5.92,21.62,243.37,12.66,271.38
60,1.56,1.76,0.61,5.93,21.61,243.14,12.65,271.46
70,1.56,1.67,0.61,5.92,21.56,242.81,12.63,271.89
80,1.56,1.58,0.6,5.92,21.52,242.63,12.62,273.0
90,1.56,1.46,0.6,5.92,21.48,242.34,12.61,273.34
100,1.56,1.35,0.6,5.92,21.46,242.24,12.61,274.1
110,1.56,1.22,0.6,5.92,21.43,242.52,12.63,275.44
120,1.56,1.09,0.59,5.92,21.37,242.73,12.67,275.75
130,1.56,0.95,0.59,5.92,21.33,243.25,12.68,276.01
140,1.56,0.8,0.58,5.92,21.27,243.83,12.67,276.63
150,1.56,0.65,0.59,5.93,21.18,244.73,12.7,277.56
160,1.56,0.48,0.58,5.93,21.12,245.56,12.72,277.57
170,1.56,0.31,0.58,5.93,21.05,245.99,12.7,277.91
180,1.56,0.15,0.59,5.93,20.96,246.02,12.72,279.01
