t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.49,0.28,0.61,8.56,13.11,258.85,34.44,351.1
-170,1.49,0.47,0.6,8.56,13.09,259.21,34.46,351.8
-160,1.49,0.66,0.6,8.56,13.03,259.32,34.48,353.14
-150,1.49,0.84,0.59,8.55,12.95,259.09,34.49,353.31
-140,1.49,1.0,0.59,8.55,12.83,258.73,34.53,353.31
-130,1.49,1.16,0.59,8.55,12.72,258.3,34.55,352.7
-120,1.49,1.31,0.59,8.54,12.64,257.93,34.57,352.32
-110,1.49,1.46,0.59,8.55,12.56,257.66,34.6,352.16
-100,1.49,1.58,0.59,8.55,12.53,257.84,34.63,352.69
-90,1.49,1.7,0.59,8.54,12.52,258.58,34.65,354.44
-80,1.49,1.81,0.59,8.54,12.53,259.08,34.65,356.58
-70,1.49,1.9,0.58,8.54,12.57,259.7,34.66,0.0
-60,1.49,1.98,0.59,8.53,12.6,259.87,34.64,3.29
-50,1.49,2.04,0.58,8.53,12.61,259.74,34.63,6.24
-40,1.49,2.1,0.59,8.52,12.62,259.44,34.61,8.8
-30,1.49,2.15,0.58,8.51,12.58,258.74,34.56,11.57
-20,1.49,2.17,0.58,8.51,12.52,257.96,34.49,12.28
-10,1.49,2.19,0.59,8.5,12.46,257.18,34.41,11.58
0,1.49,2.21,0.58,8.5,12.4,256.75,34.33,11.81
10,1.49,2.2,0.58,8.5,12.38,256.2,34.17,11.33
20,1.49,2.19,0.58,8.48,12.37,255.75,33.99,10.47
30,1.49,2.16,0.58,8.48,12.4,255.19,33.85,9.03
40,1.49,2.12,0.57,8.47,12.44,254.83,33.7,9.56
50,1.49,2.08,0.57,8.47,12.47,254.32,33.55,10.46
60,1.49,2.0,0.56,8.46,12.56,254.3,33.41,10.65
70,1.49,1.93,0.56,8.46,12.64,254.49,33.29,11.33
80,1.49,1.84,0.56,8.46,12.71,254.93,33.14,12.4
90,1.49,1.74,0.56,8.45,12.79,255.41,32.97,13.97
100,1.49,1.63,0.56,8.46,12.82,255.72,32.84,15.01
110,1.49,1.51,0.56,8.46,12.83,256.21,32.72,15.45
120,1.49,1.37,0.56,8.46,12.78,255.91,32.62,16.13
130,1.49,1.23,0.55,8.46,12.71,255.45,32.53,17.24
140,1.49,1.07,0.55,8.46,12.67,255.46,32.4,17.98
150,1.49,0.9,0.55,8.47,12.61,255.76,32.29,18.35
160,1.49,0.73,0.55,8.47,12.57,255.86,32.18,18.76
170,1.49,0.55,0.54,8.48,12.5,256.07,32.03,19.63
180,1.49,0.36,0.54,8.47,12.47,256.74,31.93,20.04
