t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.532,0.4,0.27,3.49,12.82,262.0,15.49,164.14
-170,0.532,0.62,0.26,3.5,12.77,262.0,15.56,163.98
-160,0.532,0.84,0.24,3.51,12.71,262.0,15.63,163.81
-150,0.532,1.03,0.22,3.52,12.66,262.0,15.71,163.65
-140,0.532,1.21,0.22,3.53,12.61,262.0,15.68,163.55
-130,0.532,1.36,0.22,3.54,12.55,262.0,15.65,163.46
-120,0.532,1.5,0.24,3.55,12.5,262.0,15.63,163.36
-110,0.532,1.6,0.25,3.56,12.45,262.0,15.6,163.26
-100,0.532,1.71,0.25,3.57,12.4,262.0,15.57,163.16
-90,0.532,1.83,0.25,3.58,12.35,262.0,15.55,163.07
-80,0.532,1.92,0.27,3.58,12.32,262.0,15.37,163.49
-70,0.532,2.0,0.28,3.59,12.3,262.0,15.19,163.91
-60,0.532,2.06,0.29,3.59,12.27,262.0,15.01,164.33
-50,0.532,2.12,0.28,3.6,12.25,262.0,14.83,164.75
-40,0.532,2.19,0.28,3.6,12.22,262.0,14.65,165.17
-30,0.532,2.25,0.29,3.61,12.2,262.0,14.47,165.59
-20,0.532,2.29,0.3,3.61,12.2,262.0,14.25,166.28
-10,0.532,2.32,0.31,3.61,12.2,262.0,14.02,166.97
0,0.532,2.34,0.32,3.61,12.2,262.0,13.8,167.66
10,0.532,2.33,0.33,3.61,12.2,262.0,13.57,168.35
20,0.532,2.31,0.34,3.61,12.2,262.0,13.35,169.04
30,0.532,2.27,0.34,3.61,12.2,262.0,13.12,169.73
40,0.532,2.19,0.34,3.6,12.17,262.0,12.97,170.02
50,0.532,2.11,0.33,3.6,12.15,262.0,12.82,170.32
60,0.532,2.04,0.32,3.59,12.12,262.0,12.67,170.61
70,0.532,1.95,0.31,3.59,12.1,262.0,12.52,170.91
80,0.532,1.84,0.31,3.59,12.07,262.0,12.37,171.2
90,0.532,1.73,0.3,3.58,12.05,262.0,12.21,171.49
100,0.532,1.6,0.3,3.58,12.02,261.83,12.07,171.83
110,0.532,1.48,0.29,3.57,12.0,261.67,11.92,172.17
120,0.532,1.35,0.28,3.57,11.98,261.5,11.77,172.51
130,0.532,1.2,0.29,3.56,11.95,261.33,11.62,172.85
140,0.532,1.03,0.3,3.56,11.93,261.17,11.47,173.19
150,0.532,0.86,0.3,3.55,11.9,261.0,11.33,173.52
160,0.532,0.68,0.3,3.55,11.9,260.83,11.48,174.35
170,0.532,0.48,0.31,3.54,11.9,260.67,11.64,175.18
180,0.532,0.26,0.33,3.54,11.9,260.5,11.8,176.01
