t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.85,0.0,0.09,5.45,11.01,254.37,9.88,336.02
-170,1.85,0.18,0.09,5.44,10.92,254.36,9.79,331.63
-160,1.85,0.36,0.1,5.44,10.82,254.41,9.77,327.54
-150,1.85,0.53,0.1,5.42,10.76,254.66,9.7,323.89
-140,1.85,0.7,0.1,5.42,10.72,254.94,9.67,319.77
-130,1.85,0.84,0.1,5.41,10.69,255.31,9.67,316.37
-120,1.85,0.99,0.1,5.4,10.66,255.17,9.65,313.15
-110,1.85,1.13,0.1,5.38,10.62,254.65,9.7,309.35
-100,1.85,1.25,0.1,5.36,10.56,254.71,9.75,305.18
-90,1.85,1.36,0.1,5.35,10.53,254.73,9.81,300.51
-80,1.85,1.46,0.1,5.34,10.5,254.95,9.87,296.39
-70,1.85,1.56,0.1,5.32,10.46,255.66,9.91,292.81
-60,1.85,1.64,0.1,5.31,10.45,256.7,9.92,288.56
-50,1.85,1.7,0.1,5.29,10.46,258.0,9.93,284.28
-40,1.85,1.75,0.1,5.28,10.49,258.91,9.95,281.56
-30,1.85,1.8,0.1,5.26,10.45,259.92,10.02,278.73
-20,1.85,1.82,0.09,5.25,10.4,260.85,10.06,275.85
-10,1.85,1.84,0.09,5.23,10.36,261.4,10.06,272.48
0,1.85,1.85,0.08,5.21,10.33,261.54,10.08,268.82
10,1.85,1.84,0.08,5.19,10.31,261.95,10.05,265.11
20,1.85,1.82,0.08,5.18,10.28,262.46,10.01,260.53
30,1.85,1.8,0.08,5.16,10.35,263.04,9.98,256.02
40,1.85,1.76,0.08,5.15,10.42,263.58,9.99,252.49
50,1.85,1.71,0.08,5.13,10.44,263.88,9.98,248.86
60,1.85,1.65,0.09,5.11,10.44,264.12,9.94,246.15
70,1.85,1.58,0.09,5.09,10.45,263.99,9.94,243.61
80,1.85,1.5,0.09,5.08,10.49,263.98,9.94,240.64
90,1.85,1.41,0.09,5.07,10.5,263.59,9.83,237.02
100,1.85,1.31,0.08,5.05,10.5,263.46,9.75,233.56
110,1.85,1.21,0.08,5.04,10.54,263.68,9.69,231.15
120,1.85,1.09,0.08,5.01,10.58,264.22,9.63,229.18
130,1.85,0.97,0.08,5.01,10.6,265.27,9.58,227.08
140,1.85,0.84,0.08,4.99,10.68,266.03,9.5,224.85
150,1.85,0.7,0.08,4.97,10.77,267.5,9.45,222.83
160,1.85,0.56,0.07,4.95,10.84,268.49,9.4,220.04
170,1.85,0.41,0.07,4.94,10.91,269.38,9.34,217.75
180,1.85,0.26,0.08,4.93,11.02,270.2,9.32,214.69
