t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.451,0.09,0.52,5.14,14.6,240.66,10.06,213.78
-170,0.451,0.28,0.52,5.17,14.83,240.74,10.09,213.56
-160,0.451,0.46,0.53,5.19,15.07,240.82,10.11,213.33
-150,0.451,0.64,0.53,5.22,15.3,240.89,10.13,213.11
-140,0.451,0.81,0.53,5.25,15.54,240.97,10.16,212.89
-130,0.451,0.98,0.53,5.27,15.77,241.05,10.18,212.66
-120,0.451,1.14,0.53,5.3,16.01,241.12,10.21,212.44
-110,0.451,1.28,0.53,5.32,16.24,241.2,10.23,212.21
-100,0.451,1.42,0.54,5.35,16.48,241.28,10.25,211.99
-90,0.451,1.54,0.54,5.37,16.72,241.35,10.28,211.76
-80,0.451,1.66,0.54,5.4,16.95,241.43,10.3,211.54
-70,0.451,1.76,0.54,5.43,17.19,241.51,10.33,211.31
-60,0.451,1.84,0.54,5.45,17.42,241.58,10.35,211.09
-50,0.451,1.91,0.54,5.48,17.66,241.66,10.37,210.87
-40,0.451,1.97,0.55,5.5,17.89,241.74,10.4,210.64
-30,0.451,2.01,0.55,5.53,18.13,241.81,10.42,210.42
-20,0.451,2.04,0.55,5.56,18.36,241.89,10.45,210.19
-10,0.451,2.06,0.55,5.58,18.6,241.97,10.47,209.97
0,0.451,2.06,0.55,5.61,18.83,242.04,10.49,209.74
10,0.451,2.05,0.55,5.63,19.07,242.12,10.52,209.52
20,0.451,2.02,0.56,5.66,19.3,242.19,10.54,209.3
30,0.451,1.98,0.56,5.68,19.54,242.27,10.57,209.07
40,0.451,1.93,0.56,5.72,19.54,242.22,10.63,210.02
50,0.451,1.87,0.55,5.75,19.54,242.17,10.69,210.97
60,0.451,1.79,0.55,5.79,19.54,242.12,10.74,211.92
70,0.451,1.71,0.55,5.82,19.54,242.07,10.8,212.87
80,0.451,1.61,0.55,5.85,19.54,242.02,10.86,213.82
90,0.451,1.51,0.55,5.89,19.54,241.97,10.92,214.77
100,0.451,1.39,0.55,5.92,19.54,241.91,10.98,215.72
110,0.451,1.27,0.55,5.96,19.54,241.86,11.04,216.67
120,0.451,1.13,0.55,5.99,19.54,241.81,11.1,217.62
130,0.451,0.99,0.54,6.02,19.54,241.76,11.16,218.57
140,0.451,0.85,0.54,6.06,19.54,241.71,11.22,219.52
150,0.451,0.69,0.54,6.09,19.54,241.66,11.28,220.47
160,0.451,0.53,0.54,6.13,19.54,241.61,11.34,221.42
170,0.451,0.37,0.54,6.16,19.54,241.56,11.4,222.37
180,0.451,0.21,0.54,6.19,19.54,241.51,11.45,223.32
