t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.57,-0.17,0.16,3.95,10.82,260.12,3.17,152.49
-170,0.57,0.02,0.16,3.93,10.84,260.87,3.13,154.34
-160,0.57,0.21,0.16,3.93,10.86,261.76,3.07,156.23
-150,0.57,0.4,0.15,3.92,10.93,262.64,3.01,158.45
-140,0.57,0.58,0.15,3.91,11.01,263.42,2.91,160.43
-130,0.57,0.75,0.15,3.91,11.06,263.86,2.82,162.55
-120,0.57,0.92,0.15,3.9,11.13,264.17,2.72,165.29
-110,0.57,1.07,0.16,3.88,11.2,264.36,2.6,167.78
-100,0.57,1.21,0.16,3.87,11.34,264.32,2.48,168.43
-90,0.57,1.34,0.16,3.86,11.43,264.01,2.39,168.79
-80,0.57,1.46,0.16,3.86,11.56,263.73,2.29,169.07
-70,0.57,1.57,0.16,3.85,11.67,263.71,2.25,169.85
-60,0.57,1.65,0.16,3.85,11.81,263.93,2.2,170.43
-50,0.57,1.72,0.16,3.84,11.89,264.48,2.11,171.26
-40,0.57,1.78,0.16,3.83,11.95,264.74,2.05,172.27
-30,0.57,1.84,0.16,3.82,11.99,265.11,2.01,172.66
-20,0.57,1.87,0.16,3.82,12.03,265.47,1.99,173.13
-10,0.57,1.89,0.16,3.81,12.04,265.5,1.95,173.61
0,0.57,1.9,0.16,3.8,12.05,265.58,1.87,175.34
10,0.57,1.88,0.16,3.79,12.1,265.56,1.81,176.38
20,0.57,1.87,0.16,3.78,12.13,265.52,1.8,178.65
30,0.57,1.85,0.16,3.77,12.19,265.45,1.77,180.68
40,0.57,1.81,0.16,3.76,12.23,265.23,1.77,183.1
50,0.57,1.77,0.16,3.75,12.32,264.44,1.7,185.72
60,0.57,1.7,0.16,3.74,12.4,263.68,1.63,187.78
70,0.57,1.63,0.16,3.73,12.49,262.88,1.56,189.61
80,0.57,1.55,0.16,3.72,12.61,262.28,1.47,190.73
90,0.57,1.47,0.16,3.71,12.71,262.17,1.43,193.15
100,0.57,1.38,0.16,3.7,12.79,261.85,1.39,195.71
110,0.57,1.28,0.16,3.69,12.85,261.97,1.37,198.26
120,0.57,1.17,0.16,3.68,12.9,262.12,1.41,200.6
130,0.57,1.06,0.17,3.67,12.91,262.27,1.45,203.02
140,0.57,0.94,0.17,3.66,12.96,262.13,1.52,205.11
150,0.57,0.81,0.16,3.65,12.98,261.84,1.59,206.44
160,0.57,0.67,0.16,3.65,13.01,261.68,1.64,208.18
170,0.57,0.54,0.16,3.64,13.11,261.72,1.68,209.88
180,0.57,0.39,0.16,3.62,13.21,261.59,1.67,211.65
