t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.37,0.13,0.37,2.73,12.14,256.36,6.19,175.25
-170,0.37,0.21,0.37,2.72,12.17,256.3,6.1,176.02
-160,0.37,0.28,0.37,2.71,12.2,256.23,6.01,176.79
-150,0.37,0.35,0.37,2.71,12.23,256.16,5.93,177.56
-140,0.37,0.42,0.37,2.7,12.24,256.16,5.88,177.87
-130,0.37,0.48,0.37,2.69,12.24,256.15,5.83,178.18
-120,0.37,0.53,0.37,2.68,12.24,256.15,5.78,178.49
-110,0.37,0.59,0.37,2.68,12.24,256.15,5.73,178.81
-100,0.37,0.63,0.37,2.67,12.24,256.14,5.68,179.12
-90,0.37,0.67,0.37,2.66,12.24,256.14,5.63,179.43
-80,0.37,0.71,0.37,2.65,12.24,256.13,5.58,179.74
-70,0.37,0.74,0.37,2.65,12.24,256.13,5.53,180.05
-60,0.37,0.76,0.37,2.64,12.24,256.12,5.48,180.37
-50,0.37,0.78,0.37,2.63,12.25,256.12,5.43,180.68
-40,0.37,0.8,0.37,2.62,12.25,256.12,5.38,180.99
-30,0.37,0.81,0.37,2.62,12.25,256.11,5.33,181.3
-20,0.37,0.82,0.37,2.61,12.25,256.11,5.28,181.61
-10,0.37,0.82,0.37,2.6,12.25,256.1,5.23,181.93
0,0.37,0.83,0.37,2.59,12.25,256.1,5.18,182.24
10,0.37,0.83,0.37,2.59,12.25,256.09,5.13,182.55
20,0.37,0.82,0.37,2.58,12.25,256.09,5.08,182.86
30,0.37,0.82,0.37,2.57,12.26,256.09,5.03,183.17
40,0.37,0.81,0.37,2.56,12.26,256.08,4.98,183.49
50,0.37,0.8,0.37,2.56,12.26,256.08,4.93,183.8
60,0.37,0.78,0.37,2.55,12.26,256.07,4.88,184.11
70,0.37,0.76,0.37,2.54,12.26,256.07,4.83,184.42
80,0.37,0.74,0.37,2.53,12.26,256.06,4.78,184.73
90,0.37,0.72,0.37,2.52,12.26,256.06,4.73,185.05
100,0.37,0.69,0.37,2.52,12.26,256.06,4.68,185.36
110,0.37,0.66,0.37,2.51,12.27,256.05,4.63,185.67
120,0.37,0.63,0.37,2.5,12.27,256.05,4.58,185.98
130,0.37,0.59,0.37,2.49,12.27,256.04,4.53,186.29
140,0.37,0.54,0.37,2.49,12.27,256.04,4.48,186.61
150,0.37,0.5,0.36,2.48,12.27,256.03,4.43,186.92
160,0.37,0.45,0.36,2.47,12.27,256.03,4.38,187.23
170,0.37,0.39,0.36,2.46,12.27,256.03,4.33,187.54
180,0.37,0.34,0.36,2.46,12.27,256.02,4.28,187.85
