t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.56,0.11,0.15,2.6,9.77,255.45,13.23,227.81
-170,0.56,0.29,0.15,2.6,9.79,254.92,13.25,226.56
-160,0.56,0.45,0.16,2.61,9.83,254.67,13.26,225.76
-150,0.56,0.62,0.16,2.61,9.85,254.81,13.32,224.67
-140,0.56,0.76,0.16,2.62,9.87,255.41,13.36,222.82
-130,0.56,0.91,0.16,2.61,9.88,256.09,13.32,220.06
-120,0.56,1.05,0.16,2.61,9.89,256.77,13.27,217.08
-110,0.56,1.18,0.16,2.62,9.88,257.66,13.24,214.34
-100,0.56,1.29,0.16,2.61,9.84,258.55,13.25,212.26
-90,0.56,1.4,0.16,2.61,9.8,259.48,13.21,209.99
-80,0.56,1.5,0.16,2.61,9.75,260.45,13.15,208.91
-70,0.56,1.58,0.15,2.61,9.75,261.18,13.12,208.39
-60,0.56,1.65,0.16,2.61,9.76,262.12,13.07,208.74
-50,0.56,1.71,0.16,2.61,9.81,263.2,12.99,208.43
-40,0.56,1.75,0.16,2.61,9.84,264.27,12.87,208.8
-30,0.56,1.8,0.16,2.61,9.85,265.01,12.8,209.15
-20,0.56,1.82,0.16,2.6,9.85,265.38,12.73,209.26
-10,0.56,1.84,0.16,2.6,9.83,266.28,12.61,209.28
0,0.56,1.84,0.15,2.6,9.83,267.32,12.5,209.1
10,0.56,1.83,0.16,2.6,9.8,268.13,12.36,209.4
20,0.56,1.81,0.16,2.59,9.81,269.07,12.19,208.77
30,0.56,1.79,0.16,2.59,9.82,270.14,12.01,207.98
40,0.56,1.75,0.15,2.59,9.86,271.51,11.84,207.32
50,0.56,1.71,0.15,2.58,9.89,272.56,11.71,206.33
60,0.56,1.65,0.15,2.57,9.91,273.19,11.57,205.03
70,0.56,1.58,0.15,2.57,9.95,273.82,11.44,203.64
80,0.56,1.51,0.14,2.56,9.97,273.69,11.3,202.33
90,0.56,1.43,0.14,2.56,10.05,273.82,11.15,201.35
100,0.56,1.34,0.15,2.56,10.12,273.92,11.01,200.93
110,0.56,1.25,0.14,2.56,10.2,273.98,10.87,200.55
120,0.56,1.14,0.14,2.55,10.28,274.18,10.72,199.98
130,0.56,1.03,0.14,2.55,10.31,274.16,10.61,199.5
140,0.56,0.92,0.14,2.56,10.34,274.32,10.53,199.11
150,0.56,0.79,0.15,2.55,10.28,274.45,10.42,198.63
160,0.56,0.66,0.15,2.56,10.2,274.41,10.33,197.51
170,0.56,0.52,0.15,2.55,10.1,274.44,10.2,196.57
180,0.56,0.39,0.15,2.56,10.01,274.57,10.1,195.83
