t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.515,-0.05,0.34,4.27,8.85,238.0,23.19,201.87
-170,1.515,0.16,0.35,4.33,8.93,239.17,23.22,203.9
-160,1.515,0.36,0.41,4.38,9.01,240.33,23.25,205.93
-150,1.515,0.56,0.42,4.44,9.1,241.5,23.28,207.95
-140,1.515,0.76,0.42,4.5,9.18,242.67,23.31,209.98
-130,1.515,0.95,0.44,4.55,9.26,243.83,23.34,212.0
-120,1.515,1.14,0.47,4.61,9.35,245.0,23.37,214.03
-110,1.515,1.31,0.54,4.67,9.42,244.5,23.16,216.59
-100,1.515,1.47,0.62,4.72,9.5,244.0,22.95,219.15
-90,1.515,1.62,0.66,4.78,9.57,243.5,22.74,221.72
-80,1.515,1.76,0.7,4.83,9.65,243.0,22.53,224.28
-70,1.515,1.89,0.71,4.89,9.73,242.5,22.32,226.84
-60,1.515,2.0,0.75,4.94,9.8,242.0,22.11,229.4
-50,1.515,2.1,0.78,5.0,9.98,244.33,21.66,234.56
-40,1.515,2.18,0.77,5.05,10.16,246.67,21.2,239.72
-30,1.515,2.25,0.73,5.1,10.34,249.0,20.75,244.87
-20,1.515,2.3,0.71,5.15,10.51,251.33,20.29,250.03
-10,1.515,2.34,0.71,5.2,10.69,253.67,19.84,255.19
0,1.515,2.36,0.77,5.25,10.87,256.0,19.38,260.35
10,1.515,2.36,0.79,5.29,10.95,255.83,18.79,262.2
20,1.515,2.36,0.77,5.33,11.03,255.67,18.2,264.05
30,1.515,2.33,0.75,5.38,11.12,255.5,17.6,265.9
40,1.515,2.29,0.78,5.42,11.2,255.33,17.01,267.75
50,1.515,2.24,0.8,5.46,11.28,255.17,16.42,269.6
60,1.515,2.17,0.79,5.5,11.36,255.0,15.83,271.45
70,1.515,2.09,0.73,5.54,11.45,255.5,15.94,270.88
80,1.515,1.99,0.7,5.58,11.54,256.0,16.05,270.31
90,1.515,1.89,0.7,5.62,11.63,256.5,16.16,269.73
100,1.515,1.77,0.69,5.66,11.72,257.0,16.27,269.16
110,1.515,1.63,0.67,5.69,11.81,257.5,16.38,268.59
120,1.515,1.49,0.6,5.73,11.9,258.0,16.49,268.02
130,1.515,1.33,0.56,5.77,11.95,257.83,16.34,268.67
140,1.515,1.17,0.56,5.8,12.0,257.67,16.19,269.32
150,1.515,1.0,0.56,5.84,12.05,257.5,16.03,269.97
160,1.515,0.82,0.55,5.88,12.1,257.33,15.88,270.61
170,1.515,0.63,0.5,5.91,12.15,257.17,15.73,271.26
180,1.515,0.44,0.45,5.95,12.2,257.0,15.58,271.91
