t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.6,-0.06,0.24,3.75,11.65,271.92,8.41,117.9
-170,1.6,0.15,0.24,3.75,11.59,272.15,8.36,120.27
-160,1.6,0.36,0.24,3.74,11.55,272.7,8.32,123.29
-150,1.6,0.57,0.24,3.73,11.56,272.99,8.27,126.28
-140,1.6,0.76,0.23,3.73,11.56,272.87,8.22,128.41
-130,1.6,0.94,0.23,3.72,11.51,272.36,8.19,130.73
-120,1.6,1.12,0.23,3.72,11.45,272.12,8.19,133.1
-110,1.6,1.28,0.23,3.71,11.38,271.84,8.22,135.16
-100,1.6,1.43,0.22,3.71,11.28,271.25,8.22,137.41
-90,1.6,1.56,0.22,3.71,11.2,270.34,8.2,139.58
-80,1.6,1.68,0.22,3.71,11.12,269.97,8.17,141.08
-70,1.6,1.78,0.22,3.71,11.07,269.84,8.17,142.17
-60,1.6,1.88,0.22,3.71,11.05,269.36,8.22,142.38
-50,1.6,1.95,0.22,3.72,10.98,268.66,8.28,142.97
-40,1.6,2.01,0.21,3.72,10.9,267.88,8.3,143.06
-30,1.6,2.06,0.21,3.73,10.78,267.68,8.32,142.75
-20,1.6,2.09,0.22,3.74,10.66,267.15,8.32,144.15
-10,1.6,2.1,0.22,3.74,10.54,266.43,8.34,146.11
0,1.6,2.12,0.21,3.76,10.41,266.1,8.29,148.38
10,1.6,2.12,0.21,3.77,10.31,265.94,8.21,149.85
20,1.6,2.1,0.21,3.77,10.24,266.13,8.14,151.48
30,1.6,2.07,0.21,3.78,10.17,266.02,8.14,152.24
40,1.6,2.02,0.21,3.79,10.11,266.13,8.15,152.55
50,1.6,1.97,0.2,3.79,10.03,266.24,8.11,152.78
60,1.6,1.91,0.2,3.8,9.94,266.3,8.02,152.89
70,1.6,1.83,0.2,3.81,9.9,266.11,8.0,152.78
80,1.6,1.75,0.2,3.82,9.81,265.45,8.0,152.78
90,1.6,1.65,0.2,3.83,9.75,264.66,8.01,153.15
100,1.6,1.55,0.2,3.84,9.72,264.05,7.99,153.21
110,1.6,1.44,0.2,3.84,9.71,263.34,7.95,152.99
120,1.6,1.31,0.19,3.85,9.72,262.72,7.99,152.99
130,1.6,1.18,0.19,3.86,9.7,262.37,8.04,152.48
140,1.6,1.04,0.19,3.86,9.7,262.43,8.11,151.81
150,1.6,0.88,0.19,3.88,9.65,262.63,8.19,151.2
160,1.6,0.72,0.19,3.88,9.62,262.72,8.26,150.76
170,1.6,0.56,0.19,3.89,9.54,263.06,8.3,149.84
180,1.6,0.39,0.19,3.9,9.47,263.43,8.32,148.56
