t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.38,0.06,-0.01,0.5,6.64,253.56,6.52,331.7
-170,0.38,0.21,-0.01,0.5,6.64,253.63,6.51,331.55
-160,0.38,0.36,-0.01,0.51,6.63,253.7,6.5,331.4
-150,0.38,0.51,-0.01,0.51,6.63,253.77,6.49,331.25
-140,0.38,0.65,-0.01,0.51,6.62,253.83,6.49,331.1
-130,0.38,0.79,-0.02,0.52,6.62,253.9,6.48,330.95
-120,0.38,0.92,-0.02,0.52,6.61,253.97,6.47,330.8
-110,0.38,1.04,-0.02,0.53,6.61,254.04,6.46,330.65
-100,0.38,1.16,-0.02,0.53,6.6,254.1,6.45,330.5
-90,0.38,1.26,-0.02,0.54,6.6,254.17,6.44,330.35
-80,0.38,1.36,-0.02,0.54,6.59,254.24,6.43,330.19
-70,0.38,1.44,-0.02,0.54,6.59,254.31,6.42,330.04
-60,0.38,1.51,-0.02,0.55,6.58,254.38,6.41,329.89
-50,0.38,1.58,-0.02,0.55,6.58,254.44,6.4,329.74
-40,0.38,1.63,-0.02,0.56,6.57,254.51,6.39,329.59
-30,0.38,1.67,-0.02,0.56,6.57,254.58,6.38,329.44
-20,0.38,1.7,-0.02,0.56,6.57,254.65,6.37,329.29
-10,0.38,1.71,-0.02,0.57,6.56,254.72,6.36,329.14
0,0.38,1.72,-0.02,0.57,6.56,254.78,6.35,328.99
10,0.38,1.71,-0.02,0.58,6.55,254.85,6.34,328.84
20,0.38,1.7,-0.02,0.58,6.54,255.09,6.33,329.11
30,0.38,1.67,-0.02,0.58,6.53,255.33,6.31,329.39
40,0.38,1.63,-0.02,0.58,6.53,255.57,6.3,329.67
50,0.38,1.59,-0.02,0.59,6.52,255.81,6.28,329.95
60,0.38,1.53,-0.02,0.59,6.51,256.05,6.27,330.23
70,0.38,1.47,-0.02,0.59,6.5,256.28,6.25,330.51
80,0.38,1.4,-0.02,0.59,6.49,256.52,6.24,330.79
90,0.38,1.32,-0.02,0.6,6.49,256.76,6.22,331.07
100,0.38,1.23,-0.02,0.6,6.48,257.0,6.21,331.34
110,0.38,1.13,-0.02,0.6,6.47,257.24,6.2,331.62
120,0.38,1.03,-0.02,0.6,6.46,257.48,6.18,331.9
130,0.38,0.92,-0.02,0.61,6.45,257.72,6.17,332.18
140,0.38,0.81,-0.02,0.61,6.45,257.96,6.15,332.46
150,0.38,0.69,-0.02,0.61,6.44,258.2,6.14,332.74
160,0.38,0.57,-0.02,0.61,6.43,258.44,6.12,333.02
170,0.38,0.44,-0.02,0.62,6.42,258.67,6.11,333.3
180,0.38,0.31,-0.02,0.62,6.41,258.91,6.09,333.58
