t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.61,0.0,0.0,4.72,12.63,236.35,8.79,289.69
-170,0.61,0.19,0.01,4.72,12.58,236.02,8.75,289.71
-160,0.61,0.37,0.01,4.73,12.53,235.43,8.72,289.24
-150,0.61,0.54,0.01,4.73,12.48,235.35,8.66,287.85
-140,0.61,0.7,0.01,4.74,12.43,235.43,8.61,286.81
-130,0.61,0.85,0.01,4.75,12.38,236.69,8.61,286.43
-120,0.61,1.0,0.02,4.75,12.43,238.1,8.6,286.46
-110,0.61,1.13,0.01,4.75,12.42,238.85,8.63,286.6
-100,0.61,1.26,0.01,4.76,12.44,240.36,8.66,287.21
-90,0.61,1.38,0.01,4.77,12.49,241.7,8.72,288.51
-80,0.61,1.48,0.02,4.78,12.53,242.84,8.75,290.77
-70,0.61,1.57,0.02,4.78,12.56,243.73,8.75,292.45
-60,0.61,1.65,0.02,4.78,12.53,244.31,8.76,295.02
-50,0.61,1.72,0.01,4.78,12.52,245.08,8.76,297.05
-40,0.61,1.77,0.01,4.79,12.49,245.36,8.75,298.19
-30,0.61,1.81,0.01,4.78,12.47,245.15,8.69,298.59
-20,0.61,1.84,0.0,4.78,12.47,244.84,8.58,298.1
-10,0.61,1.86,0.0,4.78,12.49,244.31,8.49,297.35
0,0.61,1.87,0.0,4.78,12.53,243.77,8.43,296.43
10,0.61,1.87,0.0,4.78,12.63,243.59,8.36,295.02
20,0.61,1.85,0.0,4.78,12.71,242.97,8.33,294.14
30,0.61,1.83,0.0,4.77,12.8,242.64,8.36,293.24
40,0.61,1.78,0.0,4.77,12.88,242.3,8.38,291.7
50,0.61,1.74,0.0,4.77,12.95,241.96,8.38,291.08
60,0.61,1.68,0.0,4.76,13.02,241.64,8.36,289.74
70,0.61,1.62,0.01,4.75,13.07,241.5,8.35,287.82
80,0.61,1.54,0.0,4.75,13.13,241.56,8.34,285.34
90,0.61,1.46,0.0,4.74,13.14,241.38,8.32,283.19
100,0.61,1.36,-0.01,4.73,13.14,241.44,8.31,280.23
110,0.61,1.27,-0.01,4.72,13.15,241.61,8.32,277.79
120,0.61,1.15,-0.01,4.71,13.15,241.87,8.35,274.88
130,0.61,1.04,-0.01,4.7,13.17,241.55,8.4,272.5
140,0.61,0.91,-0.01,4.69,13.17,241.26,8.46,269.51
150,0.61,0.79,0.0,4.68,13.17,241.2,8.54,266.65
160,0.61,0.65,0.0,4.67,13.18,241.19,8.65,264.8
170,0.61,0.5,0.0,4.67,13.2,241.51,8.76,262.06
180,0.61,0.36,0.0,4.65,13.24,241.66,8.85,260.2
