t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.38,0.23,0.17,2.99,9.86,255.44,12.1,214.22
-170,1.38,0.43,0.16,2.98,9.9,255.75,12.17,214.71
-160,1.38,0.62,0.17,2.99,10.0,255.5,12.26,215.34
-150,1.38,0.82,0.17,2.99,10.12,254.65,12.35,217.14
-140,1.38,1.0,0.17,2.98,10.21,253.92,12.44,218.09
-130,1.38,1.17,0.17,2.99,10.27,253.34,12.48,218.37
-120,1.38,1.34,0.18,2.99,10.32,253.17,12.49,217.67
-110,1.38,1.49,0.18,2.99,10.36,253.43,12.51,216.31
-100,1.38,1.64,0.18,2.99,10.41,254.13,12.53,215.33
-90,1.38,1.77,0.18,2.99,10.41,255.44,12.59,212.69
-80,1.38,1.89,0.18,3.0,10.41,256.52,12.62,210.64
-70,1.38,2.01,0.18,3.0,10.41,257.6,12.68,210.1
-60,1.38,2.1,0.18,3.01,10.4,258.34,12.69,210.51
-50,1.38,2.18,0.18,3.01,10.41,258.61,12.73,210.74
-40,1.38,2.25,0.18,3.02,10.35,258.7,12.81,210.35
-30,1.38,2.3,0.18,3.02,10.33,258.53,12.85,211.16
-20,1.38,2.34,0.19,3.03,10.33,258.33,12.85,212.09
-10,1.38,2.36,0.19,3.03,10.33,257.81,12.83,212.52
0,1.38,2.37,0.19,3.03,10.31,257.3,12.8,212.6
10,1.38,2.36,0.19,3.04,10.31,256.89,12.78,213.86
20,1.38,2.33,0.18,3.03,10.31,256.82,12.7,215.56
30,1.38,2.3,0.19,3.04,10.29,256.7,12.62,217.74
40,1.38,2.24,0.19,3.04,10.26,256.55,12.57,220.5
50,1.38,2.17,0.19,3.03,10.25,256.05,12.56,222.87
60,1.38,2.09,0.19,3.04,10.25,255.91,12.53,224.75
70,1.38,1.99,0.19,3.03,10.21,256.01,12.51,226.41
80,1.38,1.89,0.19,3.03,10.14,255.31,12.5,228.38
90,1.38,1.75,0.2,3.02,10.06,254.62,12.48,230.51
100,1.38,1.62,0.2,3.02,9.97,253.7,12.49,233.69
110,1.38,1.47,0.2,3.01,9.91,253.67,12.46,237.18
120,1.38,1.3,0.2,3.01,9.83,253.6,12.48,240.87
130,1.38,1.13,0.2,3.01,9.81,253.35,12.46,244.05
140,1.38,0.95,0.2,3.0,9.82,253.38,12.47,247.42
150,1.38,0.75,0.19,3.0,9.8,253.64,12.51,250.29
160,1.38,0.55,0.19,3.0,9.76,253.97,12.57,253.05
170,1.38,0.35,0.19,2.99,9.68,254.52,12.64,255.17
180,1.38,0.14,0.19,2.99,9.63,255.27,12.69,257.21
