t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.58,0.21,0.89,5.48,16.2,270.84,16.48,223.56
-170,0.58,0.39,0.89,5.49,16.28,270.88,16.48,223.82
-160,0.58,0.58,0.89,5.51,16.29,271.41,16.51,224.94
-150,0.58,0.75,0.88,5.54,16.28,271.29,16.55,225.47
-140,0.58,0.92,0.88,5.55,16.3,271.16,16.63,226.47
-130,0.58,1.07,0.89,5.57,16.34,271.16,16.66,227.71
-120,0.58,1.22,0.88,5.59,16.38,270.67,16.67,228.92
-110,0.58,1.36,0.88,5.61,16.38,270.07,16.71,229.51
-100,0.58,1.48,0.88,5.62,16.44,269.57,16.73,229.07
-90,0.58,1.6,0.88,5.64,16.51,269.17,16.78,228.38
-80,0.58,1.7,0.87,5.65,16.59,268.87,16.81,228.24
-70,0.58,1.79,0.87,5.66,16.65,268.46,16.85,228.71
-60,0.58,1.88,0.88,5.67,16.72,268.02,16.88,228.68
-50,0.58,1.94,0.88,5.68,16.73,267.5,16.91,228.71
-40,0.58,1.99,0.88,5.69,16.75,266.62,16.92,229.44
-30,0.58,2.03,0.88,5.7,16.75,266.3,16.89,229.54
-20,0.58,2.06,0.89,5.71,16.75,265.7,16.8,230.52
-10,0.58,2.08,0.88,5.71,16.79,265.16,16.7,230.96
0,0.58,2.09,0.89,5.72,16.84,264.97,16.63,232.08
10,0.58,2.09,0.89,5.71,16.92,264.92,16.51,232.96
20,0.58,2.06,0.88,5.72,16.98,264.97,16.38,233.77
30,0.58,2.04,0.88,5.72,17.09,265.05,16.27,234.42
40,0.58,2.01,0.88,5.72,17.21,264.92,16.16,234.26
50,0.58,1.95,0.88,5.72,17.27,264.62,16.08,234.12
60,0.58,1.89,0.87,5.72,17.31,264.16,15.99,233.49
70,0.58,1.82,0.87,5.73,17.38,263.45,15.96,233.0
80,0.58,1.74,0.87,5.73,17.49,263.14,15.98,232.18
90,0.58,1.65,0.88,5.72,17.5,261.94,15.99,231.56
100,0.58,1.55,0.87,5.72,17.52,261.12,16.02,230.75
110,0.58,1.44,0.88,5.73,17.6,260.43,16.06,229.68
120,0.58,1.32,0.88,5.72,17.68,259.96,16.07,228.76
130,0.58,1.2,0.88,5.72,17.69,259.35,16.1,227.55
140,0.58,1.06,0.88,5.72,17.71,258.77,16.08,226.06
150,0.58,0.92,0.88,5.72,17.73,258.52,16.15,225.59
160,0.58,0.77,0.87,5.72,17.72,257.91,16.27,226.37
170,0.58,0.61,0.87,5.73,17.69,257.7,16.38,227.58
180,0.58,0.45,0.87,5.73,17.61,257.29,16.48,228.55
