t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.44,0.04,0.03,2.06,9.05,269.99,8.8,311.05
-170,0.44,0.18,0.03,2.06,9.06,270.01,8.84,311.38
-160,0.44,0.32,0.03,2.06,9.06,270.03,8.88,311.71
-150,0.44,0.45,0.03,2.06,9.06,270.05,8.92,312.04
-140,0.44,0.58,0.03,2.06,9.07,270.07,8.96,312.37
-130,0.44,0.7,0.03,2.06,9.07,270.09,8.99,312.7
-120,0.44,0.82,0.03,2.06,9.07,270.11,9.03,313.03
-110,0.44,0.93,0.03,2.06,9.07,270.13,9.07,313.36
-100,0.44,1.03,0.03,2.06,9.08,270.15,9.11,313.68
-90,0.44,1.12,0.03,2.06,9.08,270.17,9.15,314.01
-80,0.44,1.21,0.03,2.06,9.08,270.22,9.15,314.06
-70,0.44,1.28,0.03,2.06,9.08,270.26,9.15,314.11
-60,0.44,1.35,0.03,2.06,9.08,270.3,9.15,314.15
-50,0.44,1.4,0.03,2.06,9.08,270.34,9.14,314.2
-40,0.44,1.45,0.03,2.06,9.08,270.38,9.14,314.25
-30,0.44,1.48,0.03,2.06,9.08,270.43,9.14,314.3
-20,0.44,1.51,0.03,2.06,9.08,270.47,9.14,314.34
-10,0.44,1.52,0.03,2.06,9.08,270.51,9.14,314.39
0,0.44,1.52,0.03,2.06,9.08,270.55,9.13,314.44
10,0.44,1.52,0.03,2.06,9.08,270.6,9.13,314.48
20,0.44,1.5,0.02,2.06,9.08,270.64,9.13,314.53
30,0.44,1.48,0.02,2.06,9.08,270.68,9.13,314.58
40,0.44,1.45,0.02,2.06,9.08,270.72,9.12,314.62
50,0.44,1.4,0.02,2.06,9.08,270.77,9.12,314.67
60,0.44,1.35,0.02,2.06,9.08,270.81,9.12,314.72
70,0.44,1.29,0.02,2.06,9.08,270.85,9.12,314.76
80,0.44,1.22,0.02,2.06,9.08,270.89,9.12,314.81
90,0.44,1.14,0.02,2.06,9.08,270.93,9.11,314.86
100,0.44,1.05,0.02,2.06,9.08,270.98,9.11,314.9
110,0.44,0.96,0.02,2.06,9.08,271.02,9.11,314.95
120,0.44,0.86,0.02,2.05,9.08,271.06,9.11,315.0
130,0.44,0.75,0.02,2.05,9.08,271.1,9.1,315.04
140,0.44,0.64,0.02,2.05,9.08,271.15,9.1,315.09
150,0.44,0.52,0.02,2.05,9.08,271.19,9.1,315.14
160,0.44,0.39,0.02,2.05,9.08,271.23,9.1,315.19
170,0.44,0.26,0.02,2.05,9.08,271.27,9.1,315.23
180,0.44,0.13,0.01,2.05,9.08,271.32,9.09,315.28
