t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.451,-0.14,0.46,6.88,19.12,240.84,12.59,243.9
-170,0.451,0.04,0.46,6.88,19.09,240.87,12.58,243.94
-160,0.451,0.21,0.45,6.88,19.06,240.89,12.57,243.98
-150,0.451,0.39,0.45,6.87,19.04,240.92,12.57,244.02
-140,0.451,0.56,0.45,6.87,19.01,240.94,12.56,244.06
-130,0.451,0.73,0.45,6.87,18.99,240.97,12.55,244.1
-120,0.451,0.88,0.44,6.87,18.96,241.0,12.55,244.14
-110,0.451,1.03,0.44,6.87,18.93,241.02,12.54,244.18
-100,0.451,1.17,0.44,6.87,18.91,241.05,12.53,244.21
-90,0.451,1.3,0.43,6.86,18.88,241.07,12.53,244.25
-80,0.451,1.42,0.43,6.86,18.85,241.1,12.52,244.29
-70,0.451,1.53,0.43,6.86,18.83,241.12,12.51,244.33
-60,0.451,1.62,0.42,6.86,18.8,241.15,12.51,244.37
-50,0.451,1.7,0.42,6.86,18.78,241.17,12.5,244.41
-40,0.451,1.77,0.42,6.85,18.75,241.2,12.49,244.45
-30,0.451,1.82,0.42,6.85,18.72,241.23,12.49,244.49
-20,0.451,1.86,0.41,6.85,18.7,241.25,12.48,244.53
-10,0.451,1.89,0.41,6.85,18.67,241.28,12.47,244.57
0,0.451,1.9,0.41,6.85,18.64,241.3,12.46,244.61
10,0.451,1.9,0.4,6.85,18.62,241.33,12.46,244.65
20,0.451,1.88,0.4,6.84,18.59,241.35,12.45,244.69
30,0.451,1.86,0.4,6.82,18.57,241.38,12.32,244.3
40,0.451,1.82,0.4,6.79,18.54,241.4,12.19,243.91
50,0.451,1.77,0.4,6.77,18.52,241.43,12.06,243.51
60,0.451,1.7,0.4,6.74,18.5,241.45,11.93,243.12
70,0.451,1.63,0.4,6.72,18.47,241.48,11.81,242.73
80,0.451,1.54,0.39,6.69,18.45,241.51,11.68,242.34
90,0.451,1.45,0.39,6.67,18.43,241.53,11.55,241.94
100,0.451,1.35,0.39,6.64,18.4,241.56,11.42,241.55
110,0.451,1.23,0.39,6.62,18.38,241.58,11.29,241.16
120,0.451,1.11,0.39,6.59,18.36,241.61,11.16,240.77
130,0.451,0.98,0.39,6.57,18.33,241.63,11.03,240.37
140,0.451,0.85,0.39,6.54,18.31,241.66,10.9,239.98
150,0.451,0.7,0.39,6.52,18.29,241.68,10.77,239.59
160,0.451,0.56,0.39,6.49,18.26,241.71,10.64,239.2
170,0.451,0.4,0.38,6.47,18.24,241.74,10.51,238.81
180,0.451,0.25,0.38,6.44,18.21,241.76,10.38,238.41
