t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.43,0.13,-0.0,1.83,10.91,264.6,5.38,116.27
-170,0.43,0.32,-0.0,1.82,10.9,264.63,5.39,115.88
-160,0.43,0.49,-0.0,1.82,10.89,264.67,5.39,115.49
-150,0.43,0.66,0.0,1.81,10.87,264.7,5.4,115.1
-140,0.43,0.83,0.0,1.81,10.86,264.73,5.4,114.71
-130,0.43,0.98,0.0,1.8,10.85,264.77,5.4,114.31
-120,0.43,1.13,0.0,1.79,10.83,264.8,5.41,113.92
-110,0.43,1.27,0.01,1.79,10.82,264.83,5.41,113.53
-100,0.43,1.39,0.01,1.78,10.81,264.87,5.42,113.14
-90,0.43,1.51,0.01,1.78,10.79,264.9,5.42,112.75
-80,0.43,1.61,0.01,1.77,10.78,264.93,5.42,112.36
-70,0.43,1.71,0.01,1.77,10.77,264.97,5.43,111.97
-60,0.43,1.79,0.01,1.76,10.75,265.0,5.43,111.58
-50,0.43,1.86,0.01,1.75,10.74,265.03,5.44,111.19
-40,0.43,1.92,0.01,1.75,10.73,265.07,5.44,110.8
-30,0.43,1.96,0.02,1.74,10.72,265.1,5.45,110.41
-20,0.43,2.0,0.02,1.74,10.7,265.13,5.45,110.02
-10,0.43,2.02,0.02,1.73,10.69,265.17,5.45,109.63
0,0.43,2.03,0.02,1.73,10.68,265.2,5.46,109.24
10,0.43,2.03,0.02,1.72,10.66,265.23,5.46,108.85
20,0.43,2.02,0.02,1.71,10.65,265.27,5.47,108.45
30,0.43,1.99,0.02,1.71,10.64,265.3,5.47,108.06
40,0.43,1.95,0.02,1.7,10.62,265.33,5.47,107.67
50,0.43,1.9,0.02,1.7,10.61,265.37,5.48,107.28
60,0.43,1.84,0.03,1.69,10.6,265.4,5.48,106.89
70,0.43,1.76,0.03,1.68,10.59,265.4,5.41,106.68
80,0.43,1.67,0.03,1.68,10.58,265.4,5.34,106.46
90,0.43,1.57,0.03,1.67,10.57,265.4,5.27,106.25
100,0.43,1.46,0.03,1.67,10.56,265.4,5.2,106.04
110,0.43,1.34,0.03,1.66,10.55,265.4,5.13,105.82
120,0.43,1.2,0.03,1.65,10.54,265.4,5.06,105.61
130,0.43,1.06,0.03,1.65,10.53,265.4,4.99,105.39
140,0.43,0.9,0.03,1.64,10.52,265.4,4.92,105.18
150,0.43,0.74,0.03,1.63,10.51,265.4,4.85,104.97
160,0.43,0.57,0.03,1.63,10.5,265.4,4.78,104.75
170,0.43,0.39,0.03,1.62,10.49,265.4,4.71,104.54
180,0.43,0.21,0.03,1.61,10.48,265.4,4.64,104.32
