t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.36,0.06,0.8,7.0,15.21,247.23,18.11,213.27
-170,0.36,0.27,0.8,7.02,15.15,247.96,18.14,212.99
-160,0.36,0.48,0.79,7.04,15.08,247.8,18.16,212.91
-150,0.36,0.68,0.79,7.05,15.0,247.52,18.25,213.24
-140,0.36,0.87,0.79,7.07,14.96,247.5,18.32,213.78
-130,0.36,1.05,0.79,7.08,14.95,247.02,18.38,213.46
-120,0.36,1.23,0.79,7.1,14.98,246.83,18.45,213.32
-110,0.36,1.39,0.79,7.12,15.0,246.96,18.46,213.91
-100,0.36,1.54,0.79,7.13,14.96,247.42,18.48,213.01
-90,0.36,1.67,0.8,7.15,14.93,247.62,18.44,211.75
-80,0.36,1.8,0.8,7.17,14.91,247.54,18.41,210.33
-70,0.36,1.91,0.79,7.17,14.9,248.16,18.4,209.28
-60,0.36,2.0,0.79,7.19,14.89,248.88,18.37,208.46
-50,0.36,2.08,0.79,7.21,14.85,249.45,18.31,207.39
-40,0.36,2.15,0.79,7.23,14.83,250.1,18.25,206.37
-30,0.36,2.2,0.79,7.24,14.83,250.98,18.19,205.13
-20,0.36,2.24,0.79,7.25,14.84,251.96,18.11,203.11
-10,0.36,2.26,0.79,7.26,14.86,252.36,18.01,201.19
0,0.36,2.27,0.79,7.27,14.85,252.44,17.95,199.29
10,0.36,2.26,0.79,7.27,14.89,252.66,17.94,196.72
20,0.36,2.23,0.79,7.29,14.95,252.78,17.98,193.76
30,0.36,2.2,0.78,7.3,14.97,252.45,18.04,190.94
40,0.36,2.15,0.78,7.3,14.99,252.2,18.11,189.0
50,0.36,2.09,0.78,7.32,14.99,252.42,18.16,187.09
60,0.36,2.01,0.78,7.34,14.95,252.47,18.21,185.54
70,0.36,1.93,0.78,7.35,14.89,252.35,18.23,183.34
80,0.36,1.82,0.78,7.36,14.85,252.14,18.27,182.24
90,0.36,1.71,0.78,7.37,14.82,251.93,18.3,180.44
100,0.36,1.59,0.78,7.38,14.8,252.1,18.33,178.19
110,0.36,1.44,0.77,7.39,14.86,252.08,18.37,177.03
120,0.36,1.3,0.77,7.4,14.93,252.09,18.4,175.47
130,0.36,1.15,0.77,7.41,15.02,252.5,18.4,174.24
140,0.36,0.98,0.77,7.43,15.11,253.33,18.38,172.85
150,0.36,0.8,0.77,7.44,15.15,254.54,18.37,170.92
160,0.36,0.63,0.78,7.44,15.22,255.26,18.33,168.68
170,0.36,0.44,0.78,7.45,15.24,255.86,18.3,166.16
180,0.36,0.25,0.78,7.46,15.24,256.89,18.28,163.31
